time,Meteo,TemperaturaPercepita
2022-09-02,pioggerella debole,19.0
2022-09-03,Principalmente chiaro,20.55
2022-09-04,Pioggia moderata,20.0
2022-09-05,Coperto,21.35
2022-09-06,Principalmente chiaro,21.6
2022-09-07,pioggerella debole,21.950000000000003
2022-09-08,Principalmente chiaro,23.0
2022-09-09,pioggerella debole,23.85
2022-09-10,pioggerella debole,21.049999999999997
2022-09-11,pioggerella debole,19.85
2022-09-12,Principalmente chiaro,18.1
2022-09-13,Cielo chiaro,17.35
2022-09-14,Principalmente chiaro,19.15
2022-09-15,pioggerella debole,21.15
2022-09-16,Pioggia,20.700000000000003
2022-09-17,pioggerella debole,14.350000000000001
2022-09-18,Coperto,12.75
2022-09-19,Parzialmente nuvoloso,12.600000000000001
2022-09-20,Coperto,15.25
2022-09-21,Parzialmente nuvoloso,10.15
2022-09-22,Principalmente chiaro,10.2
2022-09-23,Parzialmente nuvoloso,9.7
2022-09-24,Principalmente chiaro,10.299999999999999
2022-09-25,pioggerella debole,11.95
2022-09-26,Pioggia moderata,15.25
2022-09-27,Coperto,14.6
2022-09-28,Coperto,13.95
2022-09-29,pioggerella debole,15.25
2022-09-30,pioggerella Moderata,17.4
2022-10-01,Pioggia moderata,16.05
2022-10-02,Parzialmente nuvoloso,14.8
2022-10-03,pioggerella debole,15.25
2022-10-04,Coperto,12.15
2022-10-05,Principalmente chiaro,11.85
2022-10-06,Principalmente chiaro,12.1
2022-10-07,Parzialmente nuvoloso,15.049999999999999
2022-10-08,Principalmente chiaro,14.5
2022-10-09,Coperto,14.65
2022-10-10,Pioggia moderata,14.55
2022-10-11,Parzialmente nuvoloso,13.15
2022-10-12,pioggerella debole,15.200000000000001
2022-10-13,Pioggia molto intensa,12.15
2022-10-14,pioggerella debole,12.5
2022-10-15,Coperto,12.3
2022-10-16,Cielo chiaro,13.200000000000001
2022-10-17,Cielo chiaro,14.649999999999999
2022-10-18,Cielo chiaro,14.45
2022-10-19,Cielo chiaro,13.8
2022-10-20,Principalmente chiaro,14.100000000000001
2022-10-21,Coperto,12.85
2022-10-22,Coperto,14.600000000000001
2022-10-23,Principalmente chiaro,17.45
2022-10-24,Cielo chiaro,15.45
2022-10-25,Cielo chiaro,15.700000000000001
2022-10-26,Cielo chiaro,15.4
2022-10-27,Cielo chiaro,16.65
2022-10-28,Principalmente chiaro,15.600000000000001
2022-10-29,Coperto,13.6
2022-10-30,Cielo chiaro,13.25
2022-10-31,Cielo chiaro,14.55
2022-11-01,Cielo chiaro,15.100000000000001
2022-11-02,Principalmente chiaro,13.75
2022-11-03,Coperto,11.65
2022-11-04,Pioggia moderata,10.8
2022-11-05,Pioggia,8.649999999999999
2022-11-06,Pioggia,6.95
2022-11-07,Principalmente chiaro,8.15
2022-11-08,Parzialmente nuvoloso,9.55
2022-11-09,Coperto,8.4
2022-11-10,Coperto,8.85
2022-11-11,pioggerella debole,8.55
2022-11-12,Pioggia,6.6499999999999995
2022-11-13,pioggerella Moderata,7.65
2022-11-14,pioggerella debole,8.95
2022-11-15,Coperto,9.0
2022-11-16,pioggerella Moderata,8.4
2022-11-17,Coperto,11.8
2022-11-18,pioggerella debole,11.85
2022-11-19,Pioggia,11.100000000000001
2022-11-20,Pioggia,7.3999999999999995
2022-11-21,Coperto,5.0
2022-11-22,Pioggia moderata,4.75
2022-11-23,pioggerella debole,3.75
2022-11-24,Parzialmente nuvoloso,4.8999999999999995
2022-11-25,pioggerella debole,5.65
2022-11-26,Pioggia moderata,3.3
2022-11-27,Pioggia,2.75
2022-11-28,Coperto,3.3
2022-11-29,pioggerella debole,2.1500000000000004
2022-11-30,pioggerella Moderata,3.05
2022-12-01,pioggerella debole,3.65
2022-12-02,pioggerella debole,4.8
2022-12-03,pioggerella debole,7.0
2022-12-04,pioggerella debole,6.95
2022-12-05,Coperto,6.1
2022-12-06,Coperto,7.0
2022-12-07,Coperto,6.55
2022-12-08,Coperto,5.9
2022-12-09,pioggerella debole,7.5
2022-12-10,pioggerella Moderata,10.55
2022-12-11,Coperto,5.25
2022-12-12,Coperto,2.6500000000000004
2022-12-13,pioggerella Moderata,3.15
2022-12-14,Pioggia,9.7
2022-12-15,pioggerella debole,9.9
2022-12-16,pioggerella Moderata,12.899999999999999
2022-12-17,Parzialmente nuvoloso,7.699999999999999
2022-12-18,pioggerella debole,5.0
2022-12-19,Coperto,3.6
2022-12-20,Coperto,2.6499999999999995
2022-12-21,Coperto,2.7
2022-12-22,Coperto,4.15
2022-12-23,Coperto,6.65
2022-12-24,Coperto,7.4
2022-12-25,Coperto,8.950000000000001
