time,Meteo,TemperaturaPercepita
2022-03-11,Coperto,3
2022-03-12,Coperto,1
2022-03-13,Coperto,2
2022-03-14,Coperto,7
2022-03-15,pioggerella debole,8
2022-03-16,Coperto,11
2022-03-17,Coperto,9
2022-03-18,Parzialmente nuvoloso,7
2022-03-19,Principalmente chiaro,6
2022-03-20,Cielo chiaro,5
2022-03-21,Cielo chiaro,5
2022-03-22,Cielo chiaro,5
2022-03-23,Cielo chiaro,7
2022-03-24,Cielo chiaro,10
2022-03-25,Principalmente chiaro,9
2022-03-26,Cielo chiaro,10
2022-03-27,Principalmente chiaro,12
2022-03-28,Cielo chiaro,11
2022-03-29,Coperto,10
2022-03-30,pioggerella Moderata,9
2022-03-31,Pioggia,10
2022-04-01,pioggerella Moderata,8
2022-04-02,pioggerella debole,4
2022-04-03,pioggerella debole,6
2022-04-04,pioggerella debole,6
2022-04-05,Cielo chiaro,8
2022-04-06,Coperto,9
2022-04-07,Coperto,12
2022-04-08,Parzialmente nuvoloso,15
2022-04-09,Pioggia,11
2022-04-10,Parzialmente nuvoloso,8
2022-04-11,Principalmente chiaro,10
2022-04-12,Principalmente chiaro,10
2022-04-13,Principalmente chiaro,12
2022-04-14,Principalmente chiaro,14
2022-04-15,Cielo chiaro,14
2022-04-16,pioggerella debole,15
2022-04-17,Principalmente chiaro,10
2022-04-18,Principalmente chiaro,10
2022-04-19,Principalmente chiaro,11
2022-04-20,Coperto,11
2022-04-21,Pioggia,9
2022-04-22,Pioggia,11
2022-04-23,Pioggia,12
2022-04-24,Pioggia moderata,11
2022-04-25,pioggerella debole,12
2022-04-26,pioggerella Moderata,15
2022-04-27,pioggerella debole,14
2022-04-28,Principalmente chiaro,13
2022-04-29,Principalmente chiaro,15
2022-04-30,pioggerella debole,14
2022-05-01,pioggerella Moderata,16
2022-05-02,pioggerella debole,15
2022-05-03,pioggerella Moderata,16
2022-05-04,pioggerella Moderata,16
2022-05-05,Pioggia,14
2022-05-06,Pioggia,13
2022-05-07,pioggerella Moderata,15
2022-05-08,pioggerella Moderata,18
2022-05-09,pioggerella debole,19
2022-05-10,Principalmente chiaro,20
2022-05-11,Principalmente chiaro,21
2022-05-12,Principalmente chiaro,22
2022-05-13,Principalmente chiaro,21
2022-05-14,Parzialmente nuvoloso,22
2022-05-15,pioggerella Moderata,25
2022-05-16,Principalmente chiaro,24
2022-05-17,Principalmente chiaro,24
2022-05-18,pioggerella Moderata,23
2022-05-19,Parzialmente nuvoloso,22
2022-05-20,Parzialmente nuvoloso,24
2022-05-21,Principalmente chiaro,26
2022-05-22,Parzialmente nuvoloso,26
2022-05-23,Coperto,26
2022-05-24,pioggerella debole,24
2022-05-25,pioggerella debole,24
2022-05-26,pioggerella debole,25
2022-05-27,Coperto,28
2022-05-28,Pioggia moderata,21
2022-05-29,pioggerella Moderata,15
2022-05-30,pioggerella debole,17
2022-05-31,pioggerella debole,20
2022-06-01,Coperto,23
2022-06-02,Parzialmente nuvoloso,26
2022-06-03,pioggerella Moderata,25
2022-06-04,Coperto,27
2022-06-05,pioggerella debole,28
2022-06-06,pioggerella Moderata,27
2022-06-07,Pioggia moderata,24
2022-06-08,Pioggia,24
2022-06-09,pioggerella Moderata,23
2022-06-10,Principalmente chiaro,23
2022-06-11,Cielo chiaro,25
2022-06-12,Principalmente chiaro,27
2022-06-13,Parzialmente nuvoloso,28
2022-06-14,Principalmente chiaro,27
2022-06-15,Coperto,29
2022-06-16,Principalmente chiaro,30
2022-06-17,pioggerella debole,30
2022-06-18,Principalmente chiaro,28
2022-06-19,Principalmente chiaro,28
2022-06-20,Cielo chiaro,29
2022-06-21,Coperto,29
2022-06-22,pioggerella debole,28
2022-06-23,Pioggia,28
2022-06-24,pioggerella debole,28
2022-06-25,Principalmente chiaro,27
2022-06-26,Principalmente chiaro,28
2022-06-27,Principalmente chiaro,31
2022-06-28,Pioggia moderata,27
2022-06-29,Pioggia moderata,28
2022-06-30,Principalmente chiaro,28
2022-07-01,pioggerella debole,28
2022-07-02,Principalmente chiaro,28
2022-07-03,Principalmente chiaro,32
2022-07-04,pioggerella Moderata,30
2022-07-05,Cielo chiaro,29
2022-07-06,pioggerella Moderata,28
2022-07-07,pioggerella Moderata,27
2022-07-08,pioggerella debole,26
2022-07-09,Cielo chiaro,25
2022-07-10,Principalmente chiaro,26
2022-07-11,pioggerella debole,27
2022-07-12,pioggerella debole,28
2022-07-13,Principalmente chiaro,28
2022-07-14,Principalmente chiaro,29
2022-07-15,Principalmente chiaro,31
2022-07-16,Principalmente chiaro,31
2022-07-17,pioggerella debole,31
2022-07-18,Principalmente chiaro,30
2022-07-19,Principalmente chiaro,30
2022-07-20,Parzialmente nuvoloso,31
2022-07-21,pioggerella debole,32
2022-07-22,pioggerella debole,33
2022-07-23,pioggerella debole,32
2022-07-24,Principalmente chiaro,35
2022-07-25,Principalmente chiaro,36
2022-07-26,Pioggia,33
2022-07-27,Pioggia,28
2022-07-28,Pioggia,30
2022-07-29,Pioggia molto intensa,30
2022-07-30,Principalmente chiaro,28
2022-07-31,Cielo chiaro,29
2022-08-01,Principalmente chiaro,30
2022-08-02,pioggerella Moderata,29
2022-08-03,Principalmente chiaro,30
2022-08-04,Principalmente chiaro,32
2022-08-05,pioggerella Moderata,32
2022-08-06,pioggerella Moderata,33
2022-08-07,Pioggia,27
2022-08-08,pioggerella debole,28
2022-08-09,Principalmente chiaro,29
2022-08-10,Principalmente chiaro,28
2022-08-11,Principalmente chiaro,28
2022-08-12,pioggerella Moderata,25
2022-08-13,Principalmente chiaro,26
2022-08-14,Parzialmente nuvoloso,26
2022-08-15,Pioggia,28
2022-08-16,pioggerella debole,28
2022-08-17,pioggerella debole,30
2022-08-18,Pioggia molto intensa,22
2022-08-19,Pioggia moderata,24
2022-08-20,Parzialmente nuvoloso,27
2022-08-21,pioggerella debole,28
2022-08-22,Principalmente chiaro,28
2022-08-23,Cielo chiaro,28
2022-08-24,Cielo chiaro,26
2022-08-25,Principalmente chiaro,28
2022-08-26,Principalmente chiaro,29
2022-08-27,Pioggia,27
2022-08-28,pioggerella Moderata,27
2022-08-29,Principalmente chiaro,28
2022-08-30,Pioggia,29
2022-08-31,Pioggia,27
2022-09-01,pioggerella Moderata,24
2022-09-02,pioggerella debole,24
2022-09-03,pioggerella Moderata,25
2022-09-04,pioggerella Moderata,26
2022-09-05,pioggerella debole,28
2022-09-06,Parzialmente nuvoloso,28
2022-09-07,Pioggia,28
2022-09-08,pioggerella Moderata,28
2022-09-09,pioggerella Moderata,26
2022-09-10,pioggerella Moderata,25
2022-09-11,pioggerella debole,24
2022-09-12,Cielo chiaro,24
2022-09-13,Principalmente chiaro,25
2022-09-14,pioggerella debole,27
2022-09-15,pioggerella Moderata,27
2022-09-16,pioggerella Moderata,26
2022-09-17,Pioggia moderata,16
2022-09-18,Cielo chiaro,16
2022-09-19,Cielo chiaro,19
2022-09-20,Cielo chiaro,17
2022-09-21,Parzialmente nuvoloso,15
2022-09-22,Principalmente chiaro,15
2022-09-23,Parzialmente nuvoloso,15
2022-09-24,pioggerella Moderata,16
2022-09-25,Pioggia,17
2022-09-26,pioggerella debole,17
2022-09-27,pioggerella debole,18
2022-09-28,pioggerella debole,17
2022-09-29,pioggerella Moderata,18
2022-09-30,pioggerella Moderata,15
2022-10-01,pioggerella debole,17
2022-10-02,Principalmente chiaro,19
2022-10-03,Parzialmente nuvoloso,20
2022-10-04,Coperto,20
2022-10-05,Parzialmente nuvoloso,19
2022-10-06,Principalmente chiaro,19
2022-10-07,Cielo chiaro,19
2022-10-08,Coperto,18
2022-10-09,pioggerella debole,19
2022-10-10,pioggerella debole,18
2022-10-11,Principalmente chiaro,18
2022-10-12,Coperto,18
2022-10-13,Coperto,18
2022-10-14,Coperto,18
2022-10-15,Parzialmente nuvoloso,18
2022-10-16,Coperto,20
2022-10-17,Parzialmente nuvoloso,20
2022-10-18,Principalmente chiaro,19
2022-10-19,Principalmente chiaro,18
2022-10-20,Coperto,19
2022-10-21,pioggerella Moderata,17
2022-10-22,Pioggia,20
2022-10-23,Coperto,20
2022-10-24,pioggerella debole,21
2022-10-25,pioggerella Moderata,20
2022-10-26,Principalmente chiaro,20
2022-10-27,Principalmente chiaro,19
2022-10-28,Coperto,18
2022-10-29,Cielo chiaro,17
2022-10-30,Principalmente chiaro,17
2022-10-31,Principalmente chiaro,16
2022-11-01,pioggerella debole,14
2022-11-02,pioggerella Moderata,15
2022-11-03,Pioggia moderata,16
2022-11-04,Pioggia moderata,14
2022-11-05,Parzialmente nuvoloso,12
2022-11-06,Principalmente chiaro,10
2022-11-07,Principalmente chiaro,9
2022-11-08,Coperto,11
2022-11-09,Pioggia,13
2022-11-10,Pioggia moderata,13
2022-11-11,Coperto,12
2022-11-12,Coperto,10
2022-11-13,pioggerella Moderata,10
2022-11-14,pioggerella debole,9
2022-11-15,pioggerella Moderata,7
2022-11-16,pioggerella Moderata,9
2022-11-17,pioggerella debole,9
2022-11-18,pioggerella Moderata,11
2022-11-19,pioggerella Moderata,8
2022-11-20,pioggerella debole,8
2022-11-21,pioggerella Moderata,5
2022-11-22,Pioggia moderata,5
2022-11-23,Principalmente chiaro,5
2022-11-24,Principalmente chiaro,5
2022-11-25,pioggerella debole,6
2022-11-26,Coperto,7
2022-11-27,Parzialmente nuvoloso,6
2022-11-28,Coperto,4
2022-11-29,pioggerella debole,4
2022-11-30,Coperto,4
2022-12-01,Coperto,4
2022-12-02,pioggerella debole,5
2022-12-03,Pioggia,6
2022-12-04,Pioggia,8
2022-12-05,pioggerella debole,8
2022-12-06,Coperto,4
2022-12-07,Coperto,2
2022-12-08,pioggerella Moderata,3
2022-12-09,Pioggia,3
2022-12-10,pioggerella debole,3
2022-12-11,pioggerella Moderata,1
2022-12-12,Coperto,-1
2022-12-13,Nevicate moderate,-1
2022-12-14,Coperto,1
2022-12-15,Pioggia moderata,0
2022-12-16,Coperto,3
2022-12-17,Coperto,4
2022-12-18,Coperto,3
2022-12-19,Coperto,1
2022-12-20,pioggerella debole,4
2022-12-21,pioggerella debole,5
2022-12-22,Coperto,6
2022-12-23,Coperto,6
2022-12-24,pioggerella debole,8
2022-12-25,pioggerella debole,8
