time,Meteo,TemperaturaPercepita
2022-03-19,Nevicate leggere,-2
2022-03-20,Coperto,-3
2022-03-21,Principalmente chiaro,-3
2022-03-22,Principalmente chiaro,-1
2022-03-23,Cielo chiaro,2
2022-03-24,Cielo chiaro,3
2022-03-25,pioggerella debole,3
2022-03-26,Principalmente chiaro,3
2022-03-27,Cielo chiaro,3
2022-03-28,Cielo chiaro,2
2022-03-29,pioggerella debole,1
2022-03-30,Nevicate moderate,0
2022-03-31,Nevicate moderate,0
2022-04-01,Nevicate moderate,0
2022-04-02,Nevicate molto intense,-3
2022-04-03,Nevicate moderate,-5
2022-04-04,Nevicate moderate,-3
2022-04-05,Coperto,-1
2022-04-06,pioggerella debole,2
2022-04-07,pioggerella debole,3
2022-04-08,pioggerella Moderata,2
2022-04-09,pioggerella debole,-2
2022-04-10,Parzialmente nuvoloso,-3
2022-04-11,Parzialmente nuvoloso,-2
2022-04-12,Parzialmente nuvoloso,2
2022-04-13,Coperto,5
2022-04-14,Parzialmente nuvoloso,6
2022-04-15,Pioggia,6
2022-04-16,pioggerella debole,4
2022-04-17,pioggerella debole,1
2022-04-18,Nevicate leggere,0
2022-04-19,pioggerella debole,1
2022-04-20,pioggerella debole,1
2022-04-21,Nevicate leggere,1
2022-04-22,Nevicate leggere,3
2022-04-23,Nevicate moderate,4
2022-04-24,Nevicate moderate,2
2022-04-25,Nevicate moderate,2
2022-04-26,Nevicate leggere,3
2022-04-27,pioggerella debole,3
2022-04-28,pioggerella debole,4
2022-04-29,pioggerella Moderata,5
2022-04-30,pioggerella Moderata,5
2022-05-01,Pioggia,4
2022-05-02,Nevicate leggere,5
2022-05-03,pioggerella Moderata,6
2022-05-04,pioggerella Moderata,5
2022-05-05,pioggerella Moderata,6
2022-05-06,pioggerella Moderata,6
2022-05-07,pioggerella Moderata,7
2022-05-08,pioggerella Moderata,8
2022-05-09,Pioggia,10
2022-05-10,pioggerella Moderata,10
2022-05-11,pioggerella debole,12
2022-05-12,pioggerella Moderata,15
2022-05-13,Pioggia,13
2022-05-14,Pioggia moderata,12
2022-05-15,pioggerella Moderata,13
2022-05-16,Pioggia moderata,14
2022-05-17,pioggerella Moderata,13
2022-05-18,Pioggia moderata,14
2022-05-19,pioggerella debole,13
2022-05-20,pioggerella Moderata,15
2022-05-21,pioggerella Moderata,15
2022-05-22,Pioggia,15
2022-05-23,pioggerella Moderata,16
2022-05-24,Pioggia,14
2022-05-25,Pioggia moderata,13
2022-05-26,Pioggia moderata,13
2022-05-27,Pioggia,15
2022-05-28,Pioggia moderata,11
2022-05-29,pioggerella Moderata,5
2022-05-30,pioggerella debole,6
2022-05-31,pioggerella debole,11
2022-06-01,Pioggia,13
2022-06-02,Pioggia,14
2022-06-03,Pioggia,15
2022-06-04,pioggerella debole,18
2022-06-05,Pioggia moderata,17
2022-06-06,pioggerella Moderata,14
2022-06-07,Pioggia,13
2022-06-08,Pioggia,12
2022-06-09,Pioggia,10
2022-06-10,Parzialmente nuvoloso,13
2022-06-11,pioggerella debole,14
2022-06-12,pioggerella debole,16
2022-06-13,Pioggia moderata,16
2022-06-14,pioggerella debole,15
2022-06-15,Pioggia moderata,16
2022-06-16,Pioggia,17
2022-06-17,pioggerella Moderata,17
2022-06-18,pioggerella debole,18
2022-06-19,pioggerella debole,19
2022-06-20,Pioggia moderata,19
2022-06-21,Pioggia moderata,19
2022-06-22,Pioggia moderata,16
2022-06-23,pioggerella Moderata,17
2022-06-24,Pioggia moderata,17
2022-06-25,pioggerella debole,15
2022-06-26,pioggerella debole,17
2022-06-27,pioggerella debole,21
2022-06-28,Pioggia moderata,19
2022-06-29,Pioggia moderata,18
2022-06-30,pioggerella Moderata,20
2022-07-01,Pioggia moderata,18
2022-07-02,pioggerella debole,18
2022-07-03,pioggerella debole,21
2022-07-04,Pioggia,20
2022-07-05,Pioggia moderata,19
2022-07-06,pioggerella Moderata,16
2022-07-07,Pioggia moderata,14
2022-07-08,Principalmente chiaro,14
2022-07-09,pioggerella debole,13
2022-07-10,Pioggia moderata,15
2022-07-11,Pioggia,14
2022-07-12,Pioggia,15
2022-07-13,Coperto,17
2022-07-14,Pioggia,18
2022-07-15,Pioggia,18
2022-07-16,pioggerella Moderata,19
2022-07-17,pioggerella Moderata,19
2022-07-18,Pioggia,19
2022-07-19,pioggerella debole,19
2022-07-20,Pioggia moderata,21
2022-07-21,Pioggia molto intensa,20
2022-07-22,Pioggia moderata,20
2022-07-23,Pioggia,20
2022-07-24,pioggerella Moderata,20
2022-07-25,Pioggia moderata,22
2022-07-26,Pioggia,20
2022-07-27,Pioggia moderata,18
2022-07-28,pioggerella Moderata,17
2022-07-29,Pioggia moderata,18
2022-07-30,Pioggia moderata,16
2022-07-31,pioggerella debole,16
2022-08-01,Pioggia,18
2022-08-02,Pioggia moderata,17
2022-08-03,pioggerella debole,19
2022-08-04,pioggerella Moderata,21
2022-08-05,Pioggia moderata,22
2022-08-06,Pioggia moderata,20
2022-08-07,Pioggia moderata,17
2022-08-08,Pioggia moderata,18
2022-08-09,pioggerella Moderata,17
2022-08-10,pioggerella debole,17
2022-08-11,pioggerella debole,17
2022-08-12,Pioggia moderata,13
2022-08-13,pioggerella debole,12
2022-08-14,Coperto,15
2022-08-15,Pioggia moderata,16
2022-08-16,pioggerella debole,17
2022-08-17,pioggerella debole,17
2022-08-18,Pioggia,16
2022-08-19,Pioggia moderata,14
2022-08-20,pioggerella Moderata,16
2022-08-21,pioggerella debole,16
2022-08-22,Principalmente chiaro,15
2022-08-23,pioggerella debole,15
2022-08-24,pioggerella debole,15
2022-08-25,Pioggia moderata,18
2022-08-26,Pioggia,19
2022-08-27,Pioggia,17
2022-08-28,Pioggia moderata,17
2022-08-29,Pioggia,16
2022-08-30,Pioggia moderata,18
2022-08-31,pioggerella Moderata,15
2022-09-01,Pioggia moderata,14
2022-09-02,pioggerella Moderata,13
2022-09-03,Pioggia,14
2022-09-04,Pioggia,15
2022-09-05,pioggerella Moderata,16
2022-09-06,Pioggia,15
2022-09-07,Pioggia,17
2022-09-08,Pioggia,15
2022-09-09,Pioggia moderata,12
2022-09-10,pioggerella Moderata,12
2022-09-11,pioggerella Moderata,12
2022-09-12,Coperto,12
2022-09-13,pioggerella debole,14
2022-09-14,pioggerella Moderata,16
2022-09-15,pioggerella Moderata,16
2022-09-16,Pioggia,12
2022-09-17,Pioggia,4
2022-09-18,pioggerella debole,5
2022-09-19,Principalmente chiaro,6
2022-09-20,Principalmente chiaro,5
2022-09-21,pioggerella debole,4
2022-09-22,pioggerella debole,5
2022-09-23,Coperto,6
2022-09-24,pioggerella debole,7
2022-09-25,Pioggia,9
2022-09-26,pioggerella Moderata,8
2022-09-27,Pioggia moderata,6
2022-09-28,Pioggia,5
2022-09-29,Pioggia moderata,7
2022-09-30,pioggerella Moderata,8
2022-10-01,pioggerella debole,9
2022-10-02,Coperto,9
2022-10-03,Principalmente chiaro,10
2022-10-04,pioggerella debole,8
2022-10-05,Coperto,9
2022-10-06,Parzialmente nuvoloso,11
2022-10-07,Parzialmente nuvoloso,11
2022-10-08,pioggerella Moderata,11
2022-10-09,pioggerella debole,9
2022-10-10,pioggerella debole,8
2022-10-11,pioggerella Moderata,9
2022-10-12,Pioggia moderata,9
2022-10-13,pioggerella Moderata,8
2022-10-14,pioggerella debole,9
2022-10-15,pioggerella debole,10
2022-10-16,Coperto,10
2022-10-17,Coperto,10
2022-10-18,Parzialmente nuvoloso,11
2022-10-19,Parzialmente nuvoloso,11
2022-10-20,pioggerella debole,10
2022-10-21,pioggerella Moderata,10
2022-10-22,Pioggia moderata,9
2022-10-23,pioggerella debole,9
2022-10-24,Pioggia moderata,12
2022-10-25,Pioggia,10
2022-10-26,pioggerella debole,10
2022-10-27,Parzialmente nuvoloso,10
2022-10-28,Principalmente chiaro,10
2022-10-29,Principalmente chiaro,11
2022-10-30,Principalmente chiaro,11
2022-10-31,Principalmente chiaro,10
2022-11-01,pioggerella debole,8
2022-11-02,pioggerella debole,8
2022-11-03,pioggerella Moderata,8
2022-11-04,Nevicate moderate,3
2022-11-05,Principalmente chiaro,2
2022-11-06,Parzialmente nuvoloso,1
2022-11-07,pioggerella debole,3
2022-11-08,Parzialmente nuvoloso,2
2022-11-09,pioggerella debole,3
2022-11-10,Pioggia moderata,5
2022-11-11,Parzialmente nuvoloso,5
2022-11-12,Coperto,6
2022-11-13,pioggerella Moderata,4
2022-11-14,Nevicate moderate,3
2022-11-15,pioggerella debole,1
2022-11-16,pioggerella debole,4
2022-11-17,pioggerella debole,2
2022-11-18,pioggerella debole,1
2022-11-19,pioggerella debole,0
2022-11-20,pioggerella debole,-1
2022-11-21,Nevicate leggere,-2
2022-11-22,Nevicate molto intense,-2
2022-11-23,Nevicate moderate,-4
2022-11-24,Principalmente chiaro,-5
2022-11-25,Coperto,-4
2022-11-26,Coperto,-5
2022-11-27,Parzialmente nuvoloso,-7
2022-11-28,Nevicate moderate,-6
2022-11-29,Nevicate moderate,-6
2022-11-30,pioggerella debole,-7
2022-12-01,Nevicate leggere,-2
2022-12-02,Nevicate moderate,-3
2022-12-03,Nevicate moderate,-2
2022-12-04,Nevicate moderate,0
2022-12-05,Nevicate moderate,-1
2022-12-06,Principalmente chiaro,-4
2022-12-07,Principalmente chiaro,-5
2022-12-08,Coperto,-6
2022-12-09,Nevicate molto intense,-5
2022-12-10,Nevicate moderate,-1
2022-12-11,Nevicate moderate,-9
2022-12-12,Coperto,-14
2022-12-13,Coperto,-14
2022-12-14,Parzialmente nuvoloso,-8
2022-12-15,Nevicate molto intense,-6
2022-12-16,Nevicate moderate,-1
2022-12-17,Nevicate leggere,-3
2022-12-18,Parzialmente nuvoloso,-5
2022-12-19,Coperto,-5
2022-12-20,Parzialmente nuvoloso,-4
2022-12-21,pioggerella Moderata,-4
2022-12-22,Coperto,-2
2022-12-23,pioggerella debole,-2
2022-12-24,Parzialmente nuvoloso,1
2022-12-25,Parzialmente nuvoloso,1
