time,weathercode,apparent_temperature_max,apparent_temperature_min
2022-07-17,53,24.3,14.1
2022-07-18,61,23.7,14.0
2022-07-19,51,24.4,13.7
2022-07-20,63,27.1,14.2
2022-07-21,65,26.9,13.4
2022-07-22,63,26.5,14.1
2022-07-23,61,26.6,13.8
2022-07-24,53,25.3,14.2
2022-07-25,63,28.5,14.5
2022-07-26,61,24.1,15.0
2022-07-27,63,21.3,14.2
2022-07-28,53,21.4,13.5
2022-07-29,63,23.5,12.9
2022-07-30,63,21.7,11.3
2022-07-31,51,22.2,10.2
2022-08-01,61,24.1,12.6
2022-08-02,63,22.0,12.9
2022-08-03,51,24.5,12.8
2022-08-04,53,27.1,15.1
2022-08-05,63,29.4,15.5
2022-08-06,63,24.6,14.7
2022-08-07,63,21.1,13.8
2022-08-08,63,21.7,13.6
2022-08-09,53,22.5,11.8
2022-08-10,51,21.0,13.8
2022-08-11,51,20.3,13.0
2022-08-12,63,16.9,8.5
2022-08-13,51,18.4,6.6
2022-08-14,3,21.9,8.7
2022-08-15,63,20.8,11.7
2022-08-16,51,21.4,11.9
2022-08-17,51,22.7,12.1
2022-08-18,61,18.9,13.9
2022-08-19,63,18.5,10.4
2022-08-20,53,21.0,10.9
2022-08-21,51,21.2,11.1
2022-08-22,1,21.5,8.9
2022-08-23,51,20.7,8.6
2022-08-24,51,21.9,8.7
2022-08-25,63,23.5,12.9
2022-08-26,61,24.3,13.7
2022-08-27,61,21.0,13.2
2022-08-28,63,21.1,13.0
2022-08-29,61,21.6,11.0
2022-08-30,63,23.4,13.2
2022-08-31,53,17.9,11.2
2022-09-01,63,17.5,10.7
2022-09-02,53,16.0,10.3
2022-09-03,61,16.4,10.6
2022-09-04,61,20.8,9.5
2022-09-05,53,19.9,11.3
2022-09-06,61,20.8,10.0
2022-09-07,61,20.4,13.1
2022-09-08,61,18.5,11.8
2022-09-09,63,14.9,8.7
2022-09-10,53,15.9,7.3
2022-09-11,53,16.6,6.5
2022-09-12,3,17.5,6.4
2022-09-13,51,19.9,8.2
2022-09-14,53,19.0,13.8
2022-09-15,53,19.4,12.4
2022-09-16,61,16.4,8.6
2022-09-17,61,8.1,-0.4
2022-09-18,51,10.5,-0.7
2022-09-19,1,11.6,0.7
2022-09-20,1,10.7,-0.0
2022-09-21,51,9.2,-1.4
2022-09-22,51,9.4,0.5
2022-09-23,3,10.1,1.8
2022-09-24,51,8.6,4.5
2022-09-25,61,11.1,6.3
2022-09-26,53,9.6,5.9
2022-09-27,63,11.1,1.8
2022-09-28,61,8.0,1.8
2022-09-29,63,9.7,5.2
2022-09-30,53,9.7,6.6
2022-10-01,51,11.1,6.0
2022-10-02,3,15.1,3.6
2022-10-03,1,15.3,5.0
2022-10-04,51,12.5,3.8
2022-10-05,3,13.9,4.7
2022-10-06,2,16.4,4.7
2022-10-07,2,16.6,4.8
2022-10-08,53,15.9,5.3
2022-10-09,51,11.5,7.3
2022-10-10,51,11.9,5.1
2022-10-11,53,14.0,4.3
2022-10-12,63,13.5,4.4
2022-10-13,53,12.5,3.9
2022-10-14,51,12.6,5.1
2022-10-15,51,12.0,7.6
2022-10-16,3,13.6,6.8
2022-10-17,3,15.3,5.3
2022-10-18,2,17.1,5.0
2022-10-19,2,16.6,4.8
2022-10-20,51,13.2,6.8
2022-10-21,53,11.2,8.4
2022-10-22,63,11.9,5.3
2022-10-23,51,13.7,5.2
2022-10-24,63,13.1,10.7
2022-10-25,61,13.3,5.8
2022-10-26,51,13.9,6.0
2022-10-27,2,15.6,3.6
2022-10-28,1,16.3,3.6
2022-10-29,1,17.9,4.5
2022-10-30,1,17.7,4.6
2022-10-31,1,15.8,4.9
2022-11-01,51,12.5,4.5
2022-11-02,51,11.3,4.8
2022-11-03,53,8.2,6.8
2022-11-04,73,7.6,-0.8
2022-11-05,1,6.9,-2.9
2022-11-06,2,5.8,-3.6
2022-11-07,51,8.1,-2.9
2022-11-08,2,7.3,-3.1
2022-11-09,51,8.5,-1.7
2022-11-10,63,9.2,0.8
2022-11-11,2,10.1,-0.2
2022-11-12,3,11.3,0.3
2022-11-13,53,6.9,1.4
2022-11-14,73,4.8,1.1
2022-11-15,51,3.8,-0.9
2022-11-16,51,6.9,0.9
2022-11-17,51,4.3,-0.8
2022-11-18,51,6.0,-3.2
2022-11-19,51,3.3,-3.9
2022-11-20,51,2.3,-4.4
2022-11-21,71,0.8,-4.4
2022-11-22,75,-0.7,-2.6
2022-11-23,73,0.3,-7.3
2022-11-24,1,2.4,-12.3
2022-11-25,3,1.7,-9.5
2022-11-26,3,2.1,-11.5
2022-11-27,2,-0.3,-13.2
2022-11-28,73,-1.6,-11.4
2022-11-29,73,-2.0,-10.8
2022-11-30,51,-2.5,-11.6
2022-12-01,71,0.4,-5.0
2022-12-02,73,-2.2,-3.2
2022-12-03,73,-0.0,-4.0
2022-12-04,73,1.1,-0.1
2022-12-05,73,1.7,-2.9
2022-12-06,1,-0.2,-7.9
2022-12-07,1,-0.8,-8.6
2022-12-08,3,-2.5,-10.2
2022-12-09,75,-1.1,-8.0
2022-12-10,73,1.7,-3.3
2022-12-11,73,-4.2,-13.7
2022-12-12,3,-8.9,-20.1
2022-12-13,3,-7.8,-19.3
2022-12-14,2,-4.1,-12.2
2022-12-15,75,-2.3,-8.7
2022-12-16,73,0.4,-2.6
2022-12-17,71,0.2,-5.4
2022-12-18,2,-1.2,-9.5
2022-12-19,3,-2.0,-7.8
2022-12-20,2,-0.8,-8.2
2022-12-21,53,-0.3,-8.5
2022-12-22,3,1.5,-5.0
2022-12-23,51,3.0,-6.1
2022-12-24,2,4.5,-3.2
2022-12-25,2,3.7,-2.0
