time,weathercode,apparent_temperature_max,apparent_temperature_min
2022-09-09,61,25.2,19.7
2022-09-10,51,27.4,17.4
2022-09-11,2,26.3,16.9
2022-09-12,1,26.7,16.7
2022-09-13,3,28.4,18.0
2022-09-14,53,28.6,21.8
2022-09-15,61,29.9,21.2
2022-09-16,63,26.8,17.8
2022-09-17,53,17.6,11.8
2022-09-18,1,20.6,7.6
2022-09-19,1,23.7,10.5
2022-09-20,51,20.5,9.9
2022-09-21,1,18.6,10.1
2022-09-22,2,18.7,8.6
2022-09-23,2,18.9,10.3
2022-09-24,53,19.5,11.1
2022-09-25,53,20.3,14.4
2022-09-26,61,21.2,13.8
2022-09-27,53,20.2,13.0
2022-09-28,51,18.6,11.7
2022-09-29,61,20.1,11.4
2022-09-30,61,18.3,15.0
2022-10-01,61,20.0,13.1
2022-10-02,2,22.2,11.6
2022-10-03,1,24.1,14.0
2022-10-04,51,19.4,15.2
2022-10-05,51,22.0,14.6
2022-10-06,51,25.1,14.9
2022-10-07,1,25.0,12.1
2022-10-08,1,23.4,10.4
2022-10-09,51,21.5,14.4
2022-10-10,1,21.8,12.5
2022-10-11,1,24.1,11.4
2022-10-12,2,22.0,12.6
2022-10-13,1,22.2,10.4
2022-10-14,2,22.2,10.6
2022-10-15,3,20.9,13.2
2022-10-16,3,22.7,16.5
2022-10-17,1,23.5,14.4
2022-10-18,0,24.0,11.8
2022-10-19,1,25.4,12.1
2022-10-20,51,20.9,13.1
2022-10-21,53,21.1,15.1
2022-10-22,53,22.3,15.8
2022-10-23,51,23.6,14.7
2022-10-24,51,23.8,16.8
2022-10-25,53,22.8,14.8
2022-10-26,3,22.5,13.4
2022-10-27,1,24.7,12.9
2022-10-28,1,23.7,10.9
2022-10-29,2,23.6,10.9
2022-10-30,1,24.8,11.0
2022-10-31,1,24.5,10.8
2022-11-01,3,20.5,8.8
2022-11-02,51,20.4,13.9
2022-11-03,53,17.7,13.2
2022-11-04,63,17.2,8.0
2022-11-05,1,16.6,5.4
2022-11-06,2,14.8,2.3
2022-11-07,51,15.6,3.8
2022-11-08,1,14.7,2.1
2022-11-09,53,14.9,7.1
2022-11-10,63,15.7,9.7
2022-11-11,1,15.3,6.2
2022-11-12,2,15.0,5.7
2022-11-13,53,13.7,7.1
2022-11-14,53,14.0,9.2
2022-11-15,51,11.5,6.8
2022-11-16,51,13.3,9.3
2022-11-17,53,13.7,7.1
2022-11-18,51,14.5,6.0
2022-11-19,3,11.2,4.0
2022-11-20,51,11.4,2.9
2022-11-21,53,9.4,4.0
2022-11-22,63,7.0,4.5
2022-11-23,51,10.6,4.5
2022-11-24,1,12.0,2.6
2022-11-25,3,10.1,3.5
2022-11-26,2,12.2,0.9
2022-11-27,3,10.1,-1.4
2022-11-28,51,6.3,-0.5
2022-11-29,51,5.5,0.5
2022-11-30,3,7.2,-1.2
2022-12-01,51,8.8,0.6
2022-12-02,53,5.6,4.2
2022-12-03,53,7.6,4.5
2022-12-04,61,8.4,6.6
2022-12-05,53,11.3,5.9
2022-12-06,2,9.0,1.4
2022-12-07,2,7.9,-0.2
2022-12-08,51,6.9,-0.3
2022-12-09,61,7.3,2.6
2022-12-10,53,10.3,3.8
2022-12-11,53,6.4,0.9
2022-12-12,2,2.8,-4.5
2022-12-13,3,1.8,-3.8
2022-12-14,3,3.3,-0.4
2022-12-15,63,5.3,-1.1
2022-12-16,53,7.1,5.4
2022-12-17,53,7.5,4.6
2022-12-18,3,5.0,-0.2
2022-12-19,3,3.2,-0.4
2022-12-20,2,4.4,-0.4
2022-12-21,51,4.7,0.8
2022-12-22,3,6.4,1.3
2022-12-23,3,7.5,3.4
2022-12-24,3,8.4,3.8
2022-12-25,3,10.6,3.1
