time,weathercode,apparent_temperature_max,apparent_temperature_min
2022-03-20,51,10.0,1.7
2022-03-21,51,9.6,0.6
2022-03-22,2,12.3,0.1
2022-03-23,0,16.4,1.4
2022-03-24,0,16.8,3.7
2022-03-25,1,17.1,5.5
2022-03-26,51,18.8,6.4
2022-03-27,51,15.2,7.7
2022-03-28,51,13.7,8.0
2022-03-29,3,16.1,6.2
2022-03-30,53,12.4,7.3
2022-03-31,63,13.6,10.6
2022-04-01,61,11.3,5.3
2022-04-02,61,6.6,3.4
2022-04-03,53,9.8,4.0
2022-04-04,51,11.7,6.3
2022-04-05,2,16.5,4.5
2022-04-06,63,15.8,7.2
2022-04-07,51,12.3,8.8
2022-04-08,51,15.3,11.2
2022-04-09,51,15.0,8.8
2022-04-10,53,12.8,3.5
2022-04-11,0,15.4,1.8
2022-04-12,1,17.1,5.3
2022-04-13,1,20.2,7.3
2022-04-14,1,19.7,7.4
2022-04-15,2,22.6,9.6
2022-04-16,2,22.3,9.5
2022-04-17,51,12.3,6.5
2022-04-18,2,14.6,5.3
2022-04-19,2,15.1,5.9
2022-04-20,51,18.7,8.9
2022-04-21,61,19.1,10.3
2022-04-22,63,14.0,10.6
2022-04-23,51,17.3,11.0
2022-04-24,51,18.2,10.8
2022-04-25,53,16.0,12.0
2022-04-26,1,19.7,10.5
2022-04-27,2,22.1,10.2
2022-04-28,1,20.4,10.0
2022-04-29,1,20.8,8.8
2022-04-30,1,20.9,8.3
2022-05-01,1,19.3,10.3
2022-05-02,53,19.8,10.4
2022-05-03,53,19.3,10.4
2022-05-04,3,20.5,12.0
2022-05-05,51,22.8,11.2
2022-05-06,53,19.3,14.6
2022-05-07,63,18.4,13.2
2022-05-08,63,19.3,13.3
2022-05-09,53,23.5,13.2
2022-05-10,53,24.9,11.9
2022-05-11,51,24.3,14.5
2022-05-12,3,23.3,15.6
2022-05-13,3,24.3,16.2
2022-05-14,3,24.3,16.6
2022-05-15,2,24.3,16.5
2022-05-16,1,26.8,17.0
2022-05-17,3,26.2,17.5
2022-05-18,3,27.4,16.6
2022-05-19,0,24.2,14.1
2022-05-20,0,25.4,11.5
2022-05-21,2,24.7,16.7
2022-05-22,3,25.8,19.2
2022-05-23,3,26.0,18.3
2022-05-24,1,27.9,16.5
2022-05-25,2,29.8,16.7
2022-05-26,3,32.0,19.5
2022-05-27,51,33.1,23.1
2022-05-28,63,31.0,20.9
2022-05-29,51,28.5,19.2
2022-05-30,51,26.0,20.6
2022-05-31,2,28.8,19.0
2022-06-01,1,31.0,19.0
2022-06-02,0,34.3,21.1
2022-06-03,2,33.9,22.4
2022-06-04,1,33.7,24.5
2022-06-05,2,35.7,23.1
2022-06-06,1,33.3,24.5
2022-06-07,2,30.9,24.3
2022-06-08,3,30.4,22.6
2022-06-09,63,24.2,18.8
2022-06-10,51,25.3,17.7
2022-06-11,0,30.0,18.6
2022-06-12,0,30.3,19.0
2022-06-13,0,31.7,19.4
2022-06-14,1,31.7,21.7
2022-06-15,1,33.4,22.8
2022-06-16,53,32.9,25.3
2022-06-17,51,32.6,23.9
2022-06-18,1,29.9,18.9
2022-06-19,1,32.0,17.3
2022-06-20,0,30.4,22.1
2022-06-21,2,30.8,23.9
2022-06-22,1,31.6,23.0
2022-06-23,51,30.9,23.3
2022-06-24,2,34.2,25.4
2022-06-25,2,33.2,25.7
2022-06-26,0,37.8,24.7
2022-06-27,1,37.5,25.2
2022-06-28,1,38.8,26.1
2022-06-29,1,33.8,27.2
2022-06-30,1,35.3,25.3
2022-07-01,1,36.0,26.4
2022-07-02,0,36.6,26.8
2022-07-03,0,37.9,27.2
2022-07-04,1,37.6,28.1
2022-07-05,0,35.1,29.1
2022-07-06,51,36.7,27.4
2022-07-07,53,34.8,27.5
2022-07-08,63,29.7,21.7
2022-07-09,1,30.0,20.1
2022-07-10,2,30.5,19.2
2022-07-11,1,32.2,19.4
2022-07-12,51,32.6,23.8
2022-07-13,1,32.6,22.5
2022-07-14,0,31.6,20.0
2022-07-15,0,33.4,23.3
2022-07-16,1,34.9,27.7
2022-07-17,51,37.1,28.0
2022-07-18,1,38.2,27.7
2022-07-19,0,37.1,25.6
2022-07-20,0,35.5,23.9
2022-07-21,0,35.9,25.9
2022-07-22,0,37.3,29.3
2022-07-23,1,35.9,30.1
2022-07-24,2,35.9,29.9
2022-07-25,2,36.5,29.5
2022-07-26,2,36.1,29.9
2022-07-27,51,36.1,29.9
2022-07-28,0,36.7,28.6
2022-07-29,0,34.8,27.8
2022-07-30,51,34.9,26.6
2022-07-31,1,35.4,24.4
2022-08-01,0,34.8,22.7
2022-08-02,1,36.6,23.4
2022-08-03,1,36.2,24.4
2022-08-04,1,36.0,27.2
2022-08-05,2,34.8,29.2
2022-08-06,51,36.0,29.0
2022-08-07,51,38.0,29.6
2022-08-08,51,37.6,27.6
2022-08-09,61,35.4,25.7
2022-08-10,53,36.0,24.3
2022-08-11,53,33.4,23.9
2022-08-12,61,32.8,23.0
2022-08-13,53,29.0,21.7
2022-08-14,0,30.8,21.6
2022-08-15,2,31.6,24.0
2022-08-16,63,35.7,24.0
2022-08-17,3,36.8,28.0
2022-08-18,1,37.3,28.4
2022-08-19,51,31.4,24.8
2022-08-20,53,30.6,24.3
2022-08-21,53,33.5,25.6
2022-08-22,2,31.5,23.8
2022-08-23,61,31.4,23.6
2022-08-24,2,31.9,22.6
2022-08-25,1,32.5,23.2
2022-08-26,1,33.7,25.4
2022-08-27,51,32.5,26.3
2022-08-28,2,32.0,24.5
2022-08-29,53,32.8,23.6
2022-08-30,51,33.6,25.1
2022-08-31,51,32.9,27.3
2022-09-01,63,27.6,23.8
2022-09-02,1,29.6,21.7
2022-09-03,2,29.3,23.4
2022-09-04,51,31.2,24.1
2022-09-05,1,33.4,22.9
2022-09-06,0,33.3,24.5
2022-09-07,51,31.4,24.8
2022-09-08,53,33.1,24.4
2022-09-09,51,33.9,26.9
2022-09-10,53,29.2,23.7
2022-09-11,51,29.4,23.5
2022-09-12,1,30.1,20.9
2022-09-13,1,30.2,20.3
2022-09-14,2,29.9,22.2
2022-09-15,51,30.6,21.9
2022-09-16,65,29.4,23.9
2022-09-17,51,26.4,14.4
2022-09-18,1,23.6,12.6
2022-09-19,1,23.9,17.2
2022-09-20,2,26.5,17.0
2022-09-21,2,21.1,13.1
2022-09-22,1,21.1,11.9
2022-09-23,1,21.7,11.7
2022-09-24,51,21.4,13.7
2022-09-25,65,21.5,16.9
2022-09-26,63,22.5,19.3
2022-09-27,51,20.9,18.8
2022-09-28,61,21.2,18.4
2022-09-29,63,21.3,18.6
2022-09-30,63,26.4,20.0
2022-10-01,53,23.8,16.2
2022-10-02,51,23.1,16.4
2022-10-03,51,26.1,17.7
2022-10-04,1,23.2,15.4
2022-10-05,1,24.5,14.0
2022-10-06,1,25.2,14.8
2022-10-07,1,24.5,16.6
2022-10-08,2,24.2,18.1
2022-10-09,51,23.3,16.3
2022-10-10,51,23.6,17.8
2022-10-11,51,24.8,17.6
2022-10-12,51,24.2,16.5
2022-10-13,53,20.7,16.4
2022-10-14,1,22.5,15.1
2022-10-15,1,23.1,14.6
2022-10-16,0,24.3,15.0
2022-10-17,0,25.4,16.0
2022-10-18,1,25.4,16.0
2022-10-19,2,25.7,16.7
2022-10-20,1,25.4,15.5
2022-10-21,2,23.3,14.8
2022-10-22,51,23.6,18.6
2022-10-23,3,24.2,18.4
2022-10-24,2,23.6,16.5
2022-10-25,2,24.0,16.2
2022-10-26,2,25.0,17.0
2022-10-27,2,26.9,15.7
2022-10-28,0,26.6,16.8
2022-10-29,2,25.3,14.2
2022-10-30,0,23.9,12.9
2022-10-31,0,24.4,13.8
2022-11-01,1,24.1,15.8
2022-11-02,2,22.8,16.0
2022-11-03,51,20.6,16.3
2022-11-04,63,21.1,14.9
2022-11-05,61,16.7,12.2
2022-11-06,53,18.6,11.5
2022-11-07,1,19.5,10.8
2022-11-08,2,19.4,11.1
2022-11-09,3,18.7,10.9
2022-11-10,3,21.4,12.4
2022-11-11,1,19.4,11.7
2022-11-12,51,17.0,9.9
2022-11-13,53,15.3,9.8
2022-11-14,61,18.1,11.8
2022-11-15,51,17.3,12.4
2022-11-16,61,18.8,14.6
2022-11-17,51,19.6,16.3
2022-11-18,63,19.2,15.2
2022-11-19,63,17.4,13.6
2022-11-20,61,15.1,10.9
2022-11-21,51,13.8,8.0
2022-11-22,63,12.7,7.9
2022-11-23,53,13.3,9.2
2022-11-24,1,16.0,8.2
2022-11-25,61,15.6,8.4
2022-11-26,63,11.9,5.3
2022-11-27,51,11.4,6.4
2022-11-28,3,12.5,4.9
2022-11-29,3,11.0,5.3
2022-11-30,51,10.7,7.0
2022-12-01,2,12.6,5.0
2022-12-02,61,12.5,7.4
2022-12-03,61,15.3,11.1
2022-12-04,63,15.6,10.4
2022-12-05,51,17.3,8.7
2022-12-06,51,16.6,10.7
2022-12-07,51,16.6,9.1
2022-12-08,53,15.2,11.6
2022-12-09,53,17.0,12.8
2022-12-10,63,17.4,13.2
2022-12-11,53,13.0,8.2
2022-12-12,3,10.8,7.3
2022-12-13,61,11.1,6.6
2022-12-14,63,17.1,10.6
2022-12-15,53,17.1,13.1
2022-12-16,63,20.0,14.1
2022-12-17,61,17.0,11.5
2022-12-18,3,13.9,8.7
2022-12-19,1,12.4,6.0
2022-12-20,3,12.6,4.3
2022-12-21,3,12.3,5.5
2022-12-22,51,14.7,9.6
2022-12-23,51,15.1,10.1
2022-12-24,51,16.4,11.7
2022-12-25,3,17.3,11.6
