time,weathercode,apparent_temperature_max,apparent_temperature_min
2022-05-17,1,31.2,16.2
2022-05-18,53,28.2,17.6
2022-05-19,2,27.7,15.8
2022-05-20,2,32.0,16.3
2022-05-21,1,33.7,17.8
2022-05-22,2,32.3,19.5
2022-05-23,3,32.3,20.0
2022-05-24,51,30.2,17.8
2022-05-25,51,27.9,19.4
2022-05-26,51,29.2,20.0
2022-05-27,3,33.8,22.2
2022-05-28,63,30.3,12.2
2022-05-29,53,17.4,12.3
2022-05-30,51,20.8,12.5
2022-05-31,51,24.8,15.6
2022-06-01,3,29.5,16.7
2022-06-02,2,32.1,19.5
2022-06-03,53,27.6,21.5
2022-06-04,3,34.0,19.5
2022-06-05,51,35.0,21.8
2022-06-06,53,33.3,20.2
2022-06-07,63,29.0,19.8
2022-06-08,61,29.3,18.0
2022-06-09,53,27.5,18.1
2022-06-10,1,29.2,16.4
2022-06-11,0,32.3,17.7
2022-06-12,1,34.7,19.2
2022-06-13,2,35.2,20.3
2022-06-14,1,32.8,20.8
2022-06-15,3,35.4,21.9
2022-06-16,1,37.2,23.2
2022-06-17,51,36.4,23.4
2022-06-18,1,33.8,21.9
2022-06-19,1,35.4,21.0
2022-06-20,0,35.1,22.7
2022-06-21,3,36.5,22.2
2022-06-22,51,33.4,22.3
2022-06-23,61,34.2,21.8
2022-06-24,51,32.3,22.9
2022-06-25,1,33.3,21.3
2022-06-26,1,36.5,20.3
2022-06-27,1,37.2,25.3
2022-06-28,63,31.7,22.2
2022-06-29,63,34.2,22.5
2022-06-30,1,35.5,21.1
2022-07-01,51,35.0,21.2
2022-07-02,1,35.4,21.4
2022-07-03,1,39.8,25.2
2022-07-04,53,36.1,24.3
2022-07-05,0,36.1,22.8
2022-07-06,53,33.0,23.1
2022-07-07,53,32.9,21.9
2022-07-08,51,31.7,20.9
2022-07-09,0,30.5,18.7
2022-07-10,1,33.2,18.7
2022-07-11,51,33.5,20.4
2022-07-12,51,33.8,21.9
2022-07-13,1,34.3,21.2
2022-07-14,1,36.6,22.2
2022-07-15,1,39.0,23.7
2022-07-16,1,38.2,23.7
2022-07-17,51,36.2,24.9
2022-07-18,1,36.0,23.3
2022-07-19,1,36.2,23.5
2022-07-20,2,38.0,23.8
2022-07-21,51,39.5,25.2
2022-07-22,51,40.3,24.9
2022-07-23,51,38.4,25.0
2022-07-24,1,40.5,29.3
2022-07-25,1,42.4,29.5
2022-07-26,61,38.9,26.7
2022-07-27,61,32.3,24.4
2022-07-28,61,35.2,24.5
2022-07-29,65,35.2,23.8
2022-07-30,1,33.5,23.1
2022-07-31,0,35.9,22.2
2022-08-01,1,38.2,22.8
2022-08-02,53,34.8,22.7
2022-08-03,1,36.4,24.5
2022-08-04,1,38.6,25.7
2022-08-05,53,40.1,24.8
2022-08-06,53,39.4,27.2
2022-08-07,61,30.5,23.5
2022-08-08,51,33.6,23.4
2022-08-09,1,33.8,23.5
2022-08-10,1,32.6,23.0
2022-08-11,1,33.2,22.2
2022-08-12,53,29.7,20.4
2022-08-13,1,31.4,19.8
2022-08-14,2,33.3,18.7
2022-08-15,61,35.2,21.1
2022-08-16,51,33.6,22.1
2022-08-17,51,36.0,24.4
2022-08-18,65,25.7,18.4
2022-08-19,63,26.1,21.1
2022-08-20,2,33.5,20.7
2022-08-21,51,34.4,22.2
2022-08-22,1,33.7,22.5
2022-08-23,0,32.8,22.2
2022-08-24,0,31.6,21.2
2022-08-25,1,35.0,20.9
2022-08-26,1,34.5,23.7
2022-08-27,61,30.1,23.7
2022-08-28,53,32.6,20.8
2022-08-29,1,34.7,20.3
2022-08-30,61,33.1,24.3
2022-08-31,61,30.4,23.3
2022-09-01,53,28.2,20.1
2022-09-02,51,28.6,18.8
2022-09-03,53,29.4,19.7
2022-09-04,53,31.2,21.7
2022-09-05,51,33.3,23.0
2022-09-06,2,34.1,22.9
2022-09-07,61,33.1,23.8
2022-09-08,53,32.5,22.9
2022-09-09,53,30.6,21.4
2022-09-10,53,29.4,19.9
2022-09-11,51,29.0,19.3
2022-09-12,0,30.2,16.9
2022-09-13,1,32.0,18.3
2022-09-14,51,31.8,21.3
2022-09-15,53,30.6,23.4
2022-09-16,53,31.5,20.5
2022-09-17,63,19.9,11.4
2022-09-18,0,22.2,9.3
2022-09-19,0,25.9,12.6
2022-09-20,0,22.8,11.3
2022-09-21,2,19.2,11.6
2022-09-22,1,20.1,10.2
2022-09-23,2,21.8,8.8
2022-09-24,53,18.1,13.0
2022-09-25,61,19.1,14.1
2022-09-26,51,23.1,11.6
2022-09-27,51,22.3,12.8
2022-09-28,51,21.4,12.7
2022-09-29,53,22.0,14.2
2022-09-30,53,15.9,13.6
2022-10-01,51,20.7,13.1
2022-10-02,1,25.2,12.3
2022-10-03,2,25.7,14.4
2022-10-04,3,23.8,15.4
2022-10-05,2,24.2,14.1
2022-10-06,1,24.9,12.9
2022-10-07,0,24.8,13.0
2022-10-08,3,25.8,10.9
2022-10-09,51,21.1,16.9
2022-10-10,51,21.8,15.2
2022-10-11,1,22.8,12.7
2022-10-12,3,22.5,13.7
2022-10-13,3,22.9,12.3
2022-10-14,3,22.6,12.6
2022-10-15,2,23.3,13.2
2022-10-16,3,24.7,15.6
2022-10-17,2,25.1,14.0
2022-10-18,1,25.1,13.1
2022-10-19,1,25.1,11.7
2022-10-20,3,24.0,14.5
2022-10-21,53,19.0,14.1
2022-10-22,61,23.9,17.0
2022-10-23,3,23.8,15.6
2022-10-24,51,26.2,16.7
2022-10-25,53,23.2,17.5
2022-10-26,1,25.0,15.8
2022-10-27,1,24.3,14.6
2022-10-28,3,24.1,12.7
2022-10-29,0,24.2,10.3
2022-10-30,1,24.3,9.2
2022-10-31,1,23.9,9.1
2022-11-01,51,19.8,8.1
2022-11-02,53,18.1,11.8
2022-11-03,63,18.2,13.8
2022-11-04,63,16.8,10.2
2022-11-05,2,16.9,7.4
2022-11-06,1,15.5,5.1
2022-11-07,1,15.7,1.7
2022-11-08,3,16.2,6.4
2022-11-09,61,14.4,11.6
2022-11-10,63,15.2,10.7
2022-11-11,3,16.9,7.9
2022-11-12,3,14.1,6.8
2022-11-13,53,13.3,5.8
2022-11-14,51,13.5,5.3
2022-11-15,53,10.0,4.6
2022-11-16,53,10.7,7.9
2022-11-17,51,11.8,5.6
2022-11-18,53,14.6,7.9
2022-11-19,53,11.4,5.4
2022-11-20,51,12.5,3.0
2022-11-21,53,9.5,-0.4
2022-11-22,63,6.7,4.1
2022-11-23,1,10.7,-0.2
2022-11-24,1,11.0,-0.3
2022-11-25,51,9.6,3.3
2022-11-26,3,11.4,2.1
2022-11-27,2,10.1,2.2
2022-11-28,3,6.3,2.7
2022-11-29,51,5.9,1.9
2022-11-30,3,6.1,1.3
2022-12-01,3,7.3,1.0
2022-12-02,51,6.4,3.1
2022-12-03,61,7.1,4.0
2022-12-04,61,8.8,6.3
2022-12-05,51,10.3,5.1
2022-12-06,3,5.9,1.2
2022-12-07,3,5.3,-0.3
2022-12-08,53,5.8,0.5
2022-12-09,61,3.8,2.1
2022-12-10,51,4.6,2.3
2022-12-11,53,3.5,-1.7
2022-12-12,3,1.1,-4.0
2022-12-13,73,0.7,-2.1
2022-12-14,3,2.6,-1.1
2022-12-15,63,1.8,-1.7
2022-12-16,3,4.8,1.0
2022-12-17,3,5.5,1.9
2022-12-18,3,6.8,-1.0
2022-12-19,3,4.2,-1.4
2022-12-20,51,5.2,3.1
2022-12-21,51,6.1,3.8
2022-12-22,3,7.4,4.4
2022-12-23,3,8.3,4.6
2022-12-24,51,8.6,6.4
2022-12-25,51,10.0,6.7
