time,weathercode,apparent_temperature_max,apparent_temperature_min
2022-02-25,2,6.0,-2.7
2022-02-26,1,6.6,-4.7
2022-02-27,71,2.3,-7.6
2022-02-28,1,7.3,-8.9
2022-03-01,71,7.2,-4.3
2022-03-02,2,8.8,-6.0
2022-03-03,2,10.4,-3.0
2022-03-04,73,8.6,-3.8
2022-03-05,73,3.1,-3.8
2022-03-06,73,3.2,-7.2
2022-03-07,1,4.3,-10.4
2022-03-08,71,2.9,-8.0
2022-03-09,0,8.6,-11.5
2022-03-10,1,9.3,-3.6
2022-03-11,73,3.2,-0.4
2022-03-12,73,2.5,0.1
2022-03-13,73,2.9,0.5
2022-03-14,73,7.2,-0.5
2022-03-15,73,8.0,4.3
2022-03-16,2,14.3,1.1
2022-03-17,3,12.2,6.3
2022-03-18,71,9.1,6.2
2022-03-19,73,9.3,2.5
2022-03-20,71,6.5,-0.3
2022-03-21,3,8.0,-0.8
2022-03-22,1,8.5,-4.6
2022-03-23,0,11.5,-0.7
2022-03-24,0,13.8,-0.0
2022-03-25,0,13.4,-0.5
2022-03-26,0,13.0,1.6
2022-03-27,1,12.7,2.4
2022-03-28,1,15.2,0.3
2022-03-29,51,13.0,4.0
2022-03-30,73,7.8,6.1
2022-03-31,61,11.3,4.0
2022-04-01,75,7.7,-3.0
2022-04-02,73,2.3,-3.2
2022-04-03,71,3.7,-3.4
2022-04-04,71,7.4,-2.7
2022-04-05,2,15.4,-2.3
2022-04-06,51,12.6,1.1
2022-04-07,73,13.4,2.8
2022-04-08,71,17.0,6.3
2022-04-09,51,6.8,-1.1
2022-04-10,2,12.1,-3.7
2022-04-11,2,12.2,0.1
2022-04-12,51,14.5,2.4
2022-04-13,3,17.4,7.1
2022-04-14,1,20.5,4.5
2022-04-15,1,23.7,6.7
2022-04-16,51,22.9,6.9
2022-04-17,71,17.5,7.6
2022-04-18,2,17.7,1.1
2022-04-19,1,18.1,0.4
2022-04-20,71,11.1,5.1
2022-04-21,51,10.3,7.7
2022-04-22,71,15.2,7.7
2022-04-23,75,11.2,5.3
2022-04-24,75,11.8,4.4
2022-04-25,61,16.1,6.4
2022-04-26,51,15.0,5.6
2022-04-27,51,17.0,1.7
2022-04-28,51,19.8,7.5
2022-04-29,3,20.4,5.4
2022-04-30,53,15.8,5.0
2022-05-01,51,16.8,4.6
2022-05-02,51,17.7,4.1
2022-05-03,53,13.4,9.7
2022-05-04,71,15.4,9.3
2022-05-05,73,11.2,9.5
2022-05-06,71,13.6,9.6
2022-05-07,61,19.1,9.5
2022-05-08,53,15.9,9.6
2022-05-09,53,19.6,11.4
2022-05-10,51,23.9,8.3
2022-05-11,51,25.0,10.1
2022-05-12,51,26.8,11.5
2022-05-13,51,26.1,11.9
2022-05-14,51,27.1,12.7
2022-05-15,61,25.2,13.4
2022-05-16,53,24.2,11.8
2022-05-17,3,28.0,9.7
2022-05-18,53,27.3,9.8
2022-05-19,53,26.1,14.5
2022-05-20,3,30.5,13.5
2022-05-21,51,31.1,12.5
2022-05-22,51,27.9,15.4
2022-05-23,63,24.4,18.9
2022-05-24,63,23.0,15.9
2022-05-25,61,23.1,15.0
2022-05-26,53,26.0,13.2
2022-05-27,61,30.1,15.1
2022-05-28,61,28.7,14.9
2022-05-29,53,20.8,13.2
2022-05-30,53,16.2,10.8
2022-05-31,63,20.8,12.3
2022-06-01,53,23.1,12.1
2022-06-02,61,27.0,15.9
2022-06-03,61,24.8,19.0
2022-06-04,61,30.4,21.2
2022-06-05,61,25.6,17.2
2022-06-06,63,28.2,15.3
2022-06-07,51,24.9,13.7
2022-06-08,53,23.7,11.7
2022-06-09,1,21.3,11.4
2022-06-10,0,27.0,9.6
2022-06-11,0,29.7,12.7
2022-06-12,61,30.5,15.2
2022-06-13,51,30.4,18.4
2022-06-14,51,29.5,17.2
2022-06-15,61,29.6,17.3
2022-06-16,51,33.7,17.7
2022-06-17,53,34.1,17.6
2022-06-18,51,32.4,21.0
2022-06-19,51,31.7,22.1
2022-06-20,61,32.9,22.1
2022-06-21,63,31.9,19.5
2022-06-22,65,28.0,20.3
2022-06-23,53,26.0,18.5
2022-06-24,63,24.1,15.1
2022-06-25,3,25.8,12.8
2022-06-26,61,26.4,19.3
2022-06-27,53,28.8,20.8
2022-06-28,65,25.0,18.7
2022-06-29,61,30.4,16.7
2022-06-30,63,27.9,20.1
2022-07-01,61,28.3,19.2
2022-07-02,51,29.8,19.0
2022-07-03,61,34.2,18.7
2022-07-04,61,30.4,21.1
2022-07-05,1,32.1,18.8
2022-07-06,53,29.5,18.9
2022-07-07,3,31.8,18.6
2022-07-08,1,32.0,15.2
2022-07-09,2,29.7,19.1
2022-07-10,2,32.6,16.4
2022-07-11,51,29.0,19.9
2022-07-12,51,31.2,19.6
2022-07-13,53,31.3,21.7
2022-07-14,63,33.0,19.1
2022-07-15,0,34.7,16.2
2022-07-16,51,33.8,17.3
2022-07-17,53,32.7,21.6
2022-07-18,51,34.4,21.9
2022-07-19,51,33.1,22.8
2022-07-20,63,32.0,23.1
2022-07-21,1,33.6,21.2
2022-07-22,53,34.6,22.0
2022-07-23,63,33.4,22.1
2022-07-24,51,33.4,19.3
2022-07-25,63,35.5,24.1
2022-07-26,53,31.8,20.7
2022-07-27,61,29.3,20.6
2022-07-28,61,28.9,21.2
2022-07-29,63,25.7,17.5
2022-07-30,2,30.1,17.1
2022-07-31,1,32.1,16.6
2022-08-01,51,32.6,17.1
2022-08-02,2,31.0,18.0
2022-08-03,2,31.9,22.1
2022-08-04,51,32.9,21.9
2022-08-05,63,32.0,21.9
2022-08-06,61,31.8,20.2
2022-08-07,63,28.1,19.7
2022-08-08,51,30.2,16.8
2022-08-09,61,30.7,19.3
2022-08-10,61,29.8,20.6
2022-08-11,51,28.9,18.9
2022-08-12,51,29.5,16.3
2022-08-13,51,28.7,17.3
2022-08-14,53,24.0,15.9
2022-08-15,61,28.2,14.3
2022-08-16,51,28.9,15.2
2022-08-17,63,26.2,18.4
2022-08-18,61,24.7,18.3
2022-08-19,51,25.6,16.5
2022-08-20,1,29.8,14.9
2022-08-21,51,28.7,16.4
2022-08-22,51,28.7,16.5
2022-08-23,2,29.5,14.6
2022-08-24,3,30.1,17.8
2022-08-25,53,30.4,20.6
2022-08-26,61,27.8,18.5
2022-08-27,61,27.9,15.7
2022-08-28,53,30.3,15.0
2022-08-29,51,29.6,16.7
2022-08-30,63,25.9,17.9
2022-08-31,53,28.0,15.9
2022-09-01,61,26.5,15.9
2022-09-02,61,24.0,17.9
2022-09-03,61,23.7,18.4
2022-09-04,51,26.4,15.8
2022-09-05,53,27.3,19.8
2022-09-06,53,27.3,18.8
2022-09-07,63,25.3,16.7
2022-09-08,61,26.5,16.7
2022-09-09,0,24.1,12.3
2022-09-10,2,24.4,11.7
2022-09-11,1,25.5,10.8
2022-09-12,0,27.0,11.7
2022-09-13,53,26.9,13.8
2022-09-14,61,25.7,18.9
2022-09-15,53,26.8,17.0
2022-09-16,2,25.3,13.2
2022-09-17,2,16.4,6.9
2022-09-18,0,20.2,3.8
2022-09-19,1,21.6,6.7
2022-09-20,2,20.5,6.7
2022-09-21,51,14.9,8.4
2022-09-22,51,18.9,10.2
2022-09-23,3,19.2,9.2
2022-09-24,73,14.4,11.7
2022-09-25,71,16.0,9.0
2022-09-26,3,17.7,7.6
2022-09-27,51,15.0,7.1
2022-09-28,71,17.3,7.0
2022-09-29,61,17.3,8.4
2022-09-30,73,12.9,8.2
2022-10-01,51,18.0,5.3
2022-10-02,3,24.6,13.1
2022-10-03,2,23.7,11.2
2022-10-04,2,21.6,10.1
2022-10-05,51,21.6,13.3
2022-10-06,51,23.4,12.7
2022-10-07,51,21.4,16.7
2022-10-08,61,20.4,15.3
2022-10-09,63,16.9,14.2
2022-10-10,61,17.9,11.0
2022-10-11,51,18.9,9.1
2022-10-12,53,18.5,10.8
2022-10-13,51,18.5,8.4
2022-10-14,51,19.0,10.4
2022-10-15,3,21.5,11.2
2022-10-16,53,19.7,15.4
2022-10-17,51,20.5,15.8
2022-10-18,3,24.2,13.5
2022-10-19,3,22.4,12.6
2022-10-20,53,19.8,15.9
2022-10-21,63,17.7,16.2
2022-10-22,63,21.2,14.9
2022-10-23,63,18.8,16.0
2022-10-24,63,19.3,13.9
2022-10-25,51,18.3,10.3
2022-10-26,63,22.0,14.2
2022-10-27,53,21.8,12.9
2022-10-28,2,22.6,13.1
2022-10-29,2,21.8,10.7
2022-10-30,2,20.6,9.2
2022-10-31,2,18.6,10.9
2022-11-01,53,16.8,7.1
2022-11-02,2,15.8,5.7
2022-11-03,73,11.8,8.5
2022-11-04,71,10.7,2.2
2022-11-05,1,11.0,1.5
2022-11-06,3,11.7,1.0
2022-11-07,1,14.3,2.4
2022-11-08,51,12.1,4.3
2022-11-09,71,12.0,8.3
2022-11-10,2,15.6,6.0
2022-11-11,2,15.9,2.9
2022-11-12,3,16.2,5.6
2022-11-13,71,10.6,6.7
2022-11-14,73,8.4,5.7
2022-11-15,73,8.9,7.2
2022-11-16,73,11.8,0.4
2022-11-17,73,12.3,2.3
2022-11-18,51,8.7,-2.0
2022-11-19,3,7.9,-3.8
2022-11-20,2,6.9,-3.4
2022-11-21,73,7.4,-2.3
2022-11-22,73,5.0,0.5
2022-11-23,73,8.4,-4.3
2022-11-24,3,10.1,-1.8
2022-11-25,2,8.9,0.6
2022-11-26,2,9.4,-2.6
2022-11-27,3,7.2,-2.4
2022-11-28,71,5.5,1.9
2022-11-29,73,4.4,-0.1
2022-11-30,3,4.3,-3.2
2022-12-01,2,5.4,-2.9
2022-12-02,73,3.8,-2.2
2022-12-03,75,3.5,1.5
2022-12-04,75,4.6,3.2
2022-12-05,73,3.9,-7.5
2022-12-06,0,5.3,-9.2
2022-12-07,71,3.7,-8.8
2022-12-08,73,2.2,-10.9
2022-12-09,75,3.3,-1.1
2022-12-10,3,4.9,-8.1
2022-12-11,2,-4.8,-15.9
2022-12-12,73,-5.6,-19.0
2022-12-13,73,-1.2,-8.0
2022-12-14,71,4.2,-6.2
2022-12-15,75,2.9,-6.3
2022-12-16,71,4.6,-2.1
2022-12-17,2,3.1,-7.8
2022-12-18,2,-0.7,-7.9
2022-12-19,71,4.9,-3.2
2022-12-20,51,6.5,-1.8
2022-12-21,71,8.5,-0.5
2022-12-22,71,8.6,-0.7
2022-12-23,73,12.4,3.7
2022-12-24,71,14.1,6.8
2022-12-25,2,10.6,3.5
