time,weathercode,apparent_temperature_max,apparent_temperature_min
2022-04-27,1,29.9,11.8
2022-04-28,2,26.2,13.9
2022-04-29,2,19.8,14.5
2022-04-30,3,25.5,12.8
2022-05-01,53,24.5,12.5
2022-05-02,0,23.2,11.8
2022-05-03,2,24.8,10.9
2022-05-04,2,26.8,12.6
2022-05-05,51,25.6,15.3
2022-05-06,63,20.6,16.3
2022-05-07,63,19.7,16.7
2022-05-08,63,20.9,15.6
2022-05-09,61,20.6,14.6
2022-05-10,63,25.0,14.1
2022-05-11,51,26.5,12.9
2022-05-12,0,27.3,12.5
2022-05-13,0,28.3,15.0
2022-05-14,0,28.1,13.8
2022-05-15,1,29.9,13.9
2022-05-16,0,29.7,14.4
2022-05-17,1,31.0,12.9
2022-05-18,0,28.5,16.3
2022-05-19,0,29.6,18.0
2022-05-20,3,30.4,18.4
2022-05-21,0,27.9,15.0
2022-05-22,0,30.5,15.8
2022-05-23,0,33.8,16.5
2022-05-24,0,33.2,19.4
2022-05-25,2,32.5,18.6
2022-05-26,2,34.7,21.9
2022-05-27,51,34.3,24.2
2022-05-28,63,25.6,21.1
2022-05-29,1,28.7,18.3
2022-05-30,1,30.8,18.4
2022-05-31,1,35.5,19.1
2022-06-01,0,37.0,23.8
2022-06-02,1,38.6,23.0
2022-06-03,1,39.5,23.1
2022-06-04,1,39.6,23.8
2022-06-05,1,40.4,24.2
2022-06-06,1,36.5,24.7
2022-06-07,0,35.6,24.4
2022-06-08,2,35.4,23.5
2022-06-09,1,29.2,23.6
2022-06-10,51,27.7,23.1
2022-06-11,0,30.8,24.3
2022-06-12,0,33.3,22.9
2022-06-13,0,32.8,21.8
2022-06-14,0,35.3,20.0
2022-06-15,1,36.3,22.9
2022-06-16,1,34.8,23.1
2022-06-17,1,36.6,23.2
2022-06-18,51,34.6,25.8
2022-06-19,2,35.4,24.7
2022-06-20,1,37.1,23.3
2022-06-21,0,37.8,24.2
2022-06-22,1,38.6,26.0
2022-06-23,1,39.8,23.3
2022-06-24,0,40.2,25.5
2022-06-25,0,40.5,28.2
2022-06-26,0,41.0,24.4
2022-06-27,1,41.1,25.3
2022-06-28,0,41.7,25.0
2022-06-29,1,38.8,28.0
2022-06-30,2,42.8,28.7
2022-07-01,1,44.2,32.7
2022-07-02,0,40.3,29.2
2022-07-03,1,40.2,27.2
2022-07-04,1,41.4,29.1
2022-07-05,0,41.0,28.3
2022-07-06,0,41.4,28.3
2022-07-07,51,40.4,29.3
2022-07-08,51,36.3,28.4
2022-07-09,1,32.5,26.0
2022-07-10,0,33.6,23.5
2022-07-11,0,34.5,25.2
2022-07-12,1,37.1,25.2
2022-07-13,1,38.2,25.9
2022-07-14,0,35.7,25.1
2022-07-15,0,36.9,22.6
2022-07-16,0,39.6,23.8
2022-07-17,1,41.9,26.2
2022-07-18,0,41.4,27.3
2022-07-19,1,40.7,30.3
2022-07-20,1,40.6,28.2
2022-07-21,2,39.5,29.8
2022-07-22,0,39.5,27.6
2022-07-23,0,41.3,29.0
2022-07-24,0,40.2,30.3
2022-07-25,0,40.1,27.2
2022-07-26,0,39.3,29.6
2022-07-27,0,41.8,28.3
2022-07-28,0,40.0,30.6
2022-07-29,0,41.7,31.2
2022-07-30,0,42.0,30.6
2022-07-31,0,39.3,31.4
2022-08-01,0,38.7,29.9
2022-08-02,0,37.2,28.1
2022-08-03,1,39.4,27.7
2022-08-04,1,41.5,28.6
2022-08-05,1,40.1,29.5
2022-08-06,0,38.3,28.1
2022-08-07,53,38.9,29.0
2022-08-08,61,41.1,31.1
2022-08-09,63,40.4,30.2
2022-08-10,63,38.2,26.9
2022-08-11,61,38.0,26.4
2022-08-12,53,34.0,26.9
2022-08-13,51,36.6,27.2
2022-08-14,0,37.0,27.6
2022-08-15,1,39.5,26.8
2022-08-16,1,40.3,29.8
2022-08-17,1,40.7,29.4
2022-08-18,1,41.6,29.3
2022-08-19,1,36.2,29.3
2022-08-20,2,35.2,28.0
2022-08-21,51,35.5,28.3
2022-08-22,53,34.8,25.5
2022-08-23,1,34.6,25.8
2022-08-24,1,34.7,27.3
2022-08-25,1,34.3,27.4
2022-08-26,51,35.2,27.4
2022-08-27,1,37.1,27.9
2022-08-28,61,33.2,28.6
2022-08-29,1,37.2,28.8
2022-08-30,0,36.8,26.3
2022-08-31,3,36.1,26.0
2022-09-01,53,33.5,29.7
2022-09-02,1,35.6,26.4
2022-09-03,1,38.0,27.1
2022-09-04,2,38.3,30.3
2022-09-05,0,39.8,28.8
2022-09-06,1,39.2,30.2
2022-09-07,51,39.8,28.8
2022-09-08,1,40.5,30.4
2022-09-09,51,41.4,31.4
2022-09-10,1,37.7,30.2
2022-09-11,0,35.2,25.9
2022-09-12,0,35.6,25.2
2022-09-13,0,35.7,24.1
2022-09-14,1,37.2,22.8
2022-09-15,0,38.1,27.9
2022-09-16,3,38.9,28.2
2022-09-17,2,32.2,25.5
2022-09-18,0,29.5,21.4
2022-09-19,1,33.0,19.7
2022-09-20,1,33.9,22.7
2022-09-21,53,33.0,23.7
2022-09-22,61,27.8,23.2
2022-09-23,0,26.0,17.0
2022-09-24,2,25.7,13.9
2022-09-25,3,28.0,20.2
2022-09-26,63,28.8,24.9
2022-09-27,51,27.7,23.4
2022-09-28,51,25.7,22.3
2022-09-29,51,27.7,20.9
2022-09-30,65,31.4,22.4
2022-10-01,51,28.8,20.2
2022-10-02,0,28.4,20.5
2022-10-03,1,27.8,19.5
2022-10-04,51,30.4,18.6
2022-10-05,3,28.6,18.8
2022-10-06,3,28.0,17.0
2022-10-07,1,27.8,16.1
2022-10-08,3,28.5,18.3
2022-10-09,61,30.0,22.5
2022-10-10,53,30.0,21.5
2022-10-11,3,30.3,20.5
2022-10-12,51,28.9,20.4
2022-10-13,53,26.0,21.5
2022-10-14,53,24.3,20.0
2022-10-15,51,26.5,18.3
2022-10-16,3,28.8,15.3
2022-10-17,3,28.5,17.3
2022-10-18,3,27.4,16.8
2022-10-19,2,27.5,15.5
2022-10-20,3,28.7,16.6
2022-10-21,3,26.8,15.9
2022-10-22,1,27.5,18.5
2022-10-23,0,28.6,17.6
2022-10-24,0,29.7,18.4
2022-10-25,0,29.9,16.9
2022-10-26,0,31.1,15.2
2022-10-27,1,30.7,13.1
2022-10-28,1,29.7,14.3
2022-10-29,3,27.6,17.6
2022-10-30,3,25.8,15.1
2022-10-31,3,26.0,12.0
2022-11-01,3,27.6,10.0
2022-11-02,3,26.5,14.1
2022-11-03,3,26.7,14.0
2022-11-04,61,24.6,17.1
2022-11-05,61,16.7,13.1
2022-11-06,51,19.3,14.2
2022-11-07,0,22.8,13.1
2022-11-08,3,23.3,9.5
2022-11-09,3,24.7,9.9
2022-11-10,1,25.4,16.0
2022-11-11,3,25.0,15.1
2022-11-12,51,21.5,14.6
2022-11-13,3,20.0,14.0
2022-11-14,51,22.1,13.9
2022-11-15,2,23.8,11.3
2022-11-16,53,22.8,16.9
2022-11-17,53,23.6,18.0
2022-11-18,51,23.4,19.9
2022-11-19,51,22.3,17.1
2022-11-20,61,17.1,13.1
2022-11-21,51,18.2,13.0
2022-11-22,63,14.9,12.1
2022-11-23,53,18.3,12.5
2022-11-24,51,18.9,15.6
2022-11-25,3,19.1,10.5
2022-11-26,63,17.2,12.9
2022-11-27,53,15.0,12.3
2022-11-28,51,17.6,10.8
2022-11-29,53,15.3,10.0
2022-11-30,51,14.5,9.5
2022-12-01,2,16.8,9.0
2022-12-02,51,15.9,9.6
2022-12-03,53,21.2,13.6
2022-12-04,51,20.7,11.1
2022-12-05,2,19.8,9.8
2022-12-06,51,19.9,10.4
2022-12-07,3,19.7,11.0
2022-12-08,51,19.2,7.8
2022-12-09,3,18.5,14.5
2022-12-10,63,19.8,14.6
2022-12-11,61,15.5,12.3
2022-12-12,61,15.7,12.5
2022-12-13,53,20.4,12.2
2022-12-14,51,20.7,16.6
2022-12-15,51,22.4,15.4
2022-12-16,51,24.2,15.1
2022-12-17,2,19.5,12.3
2022-12-18,3,18.4,9.9
2022-12-19,3,19.1,7.2
2022-12-20,3,17.7,5.5
2022-12-21,3,16.6,4.7
2022-12-22,51,17.8,8.7
2022-12-23,51,19.1,11.1
2022-12-24,3,21.2,13.0
2022-12-25,1,23.3,11.0
