time,weathercode,apparent_temperature_max,apparent_temperature_min
2022-04-12,1,17.7,3.8
2022-04-13,2,18.2,7.6
2022-04-14,1,21.3,6.4
2022-04-15,1,22.9,8.9
2022-04-16,51,21.4,9.8
2022-04-17,3,15.6,6.1
2022-04-18,2,16.3,5.8
2022-04-19,1,18.5,4.0
2022-04-20,3,13.4,8.3
2022-04-21,51,11.8,8.2
2022-04-22,53,15.2,8.8
2022-04-23,63,13.8,10.2
2022-04-24,61,13.8,7.5
2022-04-25,51,18.1,6.2
2022-04-26,51,17.4,10.7
2022-04-27,51,20.3,7.4
2022-04-28,1,20.1,10.3
2022-04-29,3,18.5,11.1
2022-04-30,3,18.9,10.3
2022-05-01,51,20.2,9.9
2022-05-02,51,20.4,8.1
2022-05-03,51,20.3,12.2
2022-05-04,61,19.3,13.9
2022-05-05,53,17.1,12.6
2022-05-06,53,16.1,12.5
2022-05-07,51,18.3,13.0
2022-05-08,53,21.2,14.2
2022-05-09,51,24.0,13.8
2022-05-10,1,26.4,12.8
2022-05-11,1,27.9,14.6
2022-05-12,1,29.3,15.7
2022-05-13,1,29.0,15.7
2022-05-14,51,30.2,16.9
2022-05-15,51,30.0,18.8
2022-05-16,51,30.4,19.3
2022-05-17,1,31.7,17.9
2022-05-18,51,28.4,19.6
2022-05-19,2,27.3,18.5
2022-05-20,3,31.7,19.5
2022-05-21,1,33.6,19.2
2022-05-22,2,32.9,20.6
2022-05-23,3,32.3,21.0
2022-05-24,61,29.3,18.7
2022-05-25,63,26.9,18.7
2022-05-26,51,29.8,18.9
2022-05-27,2,33.7,20.3
2022-05-28,61,31.4,13.6
2022-05-29,61,18.2,12.3
2022-05-30,3,18.5,13.0
2022-05-31,51,22.7,15.8
2022-06-01,1,28.2,15.8
2022-06-02,51,31.1,20.4
2022-06-03,63,26.9,21.4
2022-06-04,3,32.7,18.6
2022-06-05,61,33.4,20.9
2022-06-06,61,31.3,18.4
2022-06-07,63,28.0,19.2
2022-06-08,51,26.9,16.0
2022-06-09,61,26.1,14.8
2022-06-10,0,29.5,14.0
2022-06-11,0,31.4,15.7
2022-06-12,1,33.6,19.3
2022-06-13,3,34.2,22.4
2022-06-14,51,31.4,22.4
2022-06-15,53,34.8,22.2
2022-06-16,1,36.5,22.7
2022-06-17,1,36.2,23.6
2022-06-18,1,33.3,23.4
2022-06-19,2,34.8,23.0
2022-06-20,2,36.6,24.9
2022-06-21,53,36.0,24.8
2022-06-22,53,31.1,23.0
2022-06-23,61,33.0,22.3
2022-06-24,61,31.7,20.3
2022-06-25,1,31.0,17.7
2022-06-26,2,33.6,21.2
2022-06-27,51,35.7,24.5
2022-06-28,63,29.1,22.0
2022-06-29,53,32.9,23.2
2022-06-30,51,34.8,24.0
2022-07-01,51,32.5,23.1
2022-07-02,1,33.7,22.7
2022-07-03,1,38.2,24.8
2022-07-04,63,34.9,24.1
2022-07-05,51,36.2,21.9
2022-07-06,53,33.0,22.9
2022-07-07,53,33.0,21.5
2022-07-08,1,31.6,19.2
2022-07-09,1,30.9,19.0
2022-07-10,1,33.5,19.0
2022-07-11,51,33.3,20.7
2022-07-12,3,33.0,22.7
2022-07-13,2,33.4,22.6
2022-07-14,1,37.4,23.3
2022-07-15,1,38.7,25.4
2022-07-16,51,37.6,25.9
2022-07-17,51,35.9,26.2
2022-07-18,1,34.8,25.0
2022-07-19,1,35.4,24.6
2022-07-20,3,37.2,24.1
2022-07-21,1,37.8,27.2
2022-07-22,2,39.3,26.5
2022-07-23,61,37.3,27.0
2022-07-24,1,39.3,28.1
2022-07-25,61,40.5,26.9
2022-07-26,51,37.9,26.4
2022-07-27,53,33.5,24.3
2022-07-28,63,33.2,22.0
2022-07-29,63,31.8,22.0
2022-07-30,2,32.3,21.4
2022-07-31,0,34.6,21.0
2022-08-01,1,35.2,21.5
2022-08-02,53,33.9,23.5
2022-08-03,1,34.9,23.2
2022-08-04,1,38.1,24.3
2022-08-05,63,38.6,27.1
2022-08-06,63,38.0,24.8
2022-08-07,63,29.7,21.6
2022-08-08,1,33.1,21.4
2022-08-09,1,33.6,23.2
2022-08-10,2,31.6,23.3
2022-08-11,1,31.4,21.5
2022-08-12,2,28.1,19.4
2022-08-13,2,29.7,18.9
2022-08-14,2,29.2,18.4
2022-08-15,51,32.0,21.8
2022-08-16,51,31.7,19.8
2022-08-17,3,31.5,22.7
2022-08-18,65,25.1,20.5
2022-08-19,61,25.9,19.7
2022-08-20,2,33.2,19.0
2022-08-21,1,33.1,19.6
2022-08-22,1,32.6,21.0
2022-08-23,1,32.7,18.7
2022-08-24,1,32.1,20.1
2022-08-25,1,33.4,20.3
2022-08-26,53,33.2,22.8
2022-08-27,61,29.2,23.5
2022-08-28,53,31.7,23.1
2022-08-29,2,33.9,22.0
2022-08-30,63,31.0,23.0
2022-08-31,61,29.5,22.0
2022-09-01,63,27.5,20.7
2022-09-02,61,26.9,19.0
2022-09-03,61,26.9,20.1
2022-09-04,51,29.8,19.7
2022-09-05,1,31.3,21.5
2022-09-06,51,32.1,22.4
2022-09-07,63,29.5,21.4
2022-09-08,63,29.4,21.3
2022-09-09,63,27.9,19.1
2022-09-10,51,27.4,16.9
2022-09-11,53,27.8,17.3
2022-09-12,0,28.7,15.5
2022-09-13,1,29.3,17.3
2022-09-14,53,27.4,20.9
2022-09-15,61,30.0,21.3
2022-09-16,53,29.6,18.0
2022-09-17,63,19.3,10.6
2022-09-18,0,20.7,9.0
2022-09-19,0,23.5,10.3
2022-09-20,0,21.9,8.3
2022-09-21,51,18.1,12.2
2022-09-22,1,18.8,10.9
2022-09-23,2,19.0,10.7
2022-09-24,51,16.1,13.1
2022-09-25,51,19.3,12.1
2022-09-26,3,21.1,10.4
2022-09-27,2,20.7,11.0
2022-09-28,51,19.0,9.3
2022-09-29,63,18.9,8.9
2022-09-30,61,16.5,12.1
2022-10-01,3,19.4,11.2
2022-10-02,0,23.9,11.7
2022-10-03,2,24.9,13.0
2022-10-04,51,23.1,14.5
2022-10-05,3,23.3,14.6
2022-10-06,1,23.9,12.1
2022-10-07,2,23.7,11.9
2022-10-08,51,23.5,11.2
2022-10-09,53,20.5,16.0
2022-10-10,51,19.2,13.1
2022-10-11,1,21.9,12.7
2022-10-12,3,22.2,11.3
2022-10-13,3,21.4,12.8
2022-10-14,3,21.3,11.7
2022-10-15,3,21.7,14.2
2022-10-16,2,22.7,15.9
2022-10-17,2,24.0,12.9
2022-10-18,1,23.4,12.5
2022-10-19,1,25.0,12.2
2022-10-20,3,22.8,12.5
2022-10-21,61,17.6,15.6
2022-10-22,61,23.3,16.5
2022-10-23,53,21.6,16.0
2022-10-24,61,22.0,17.3
2022-10-25,63,22.1,16.0
2022-10-26,51,22.7,14.7
2022-10-27,2,23.6,12.9
2022-10-28,1,22.8,12.0
2022-10-29,2,23.2,10.3
2022-10-30,2,23.5,10.7
2022-10-31,1,23.4,10.7
2022-11-01,51,18.6,11.1
2022-11-02,3,17.7,9.5
2022-11-03,63,17.0,12.5
2022-11-04,63,17.0,8.5
2022-11-05,3,16.6,5.1
2022-11-06,1,14.2,2.3
2022-11-07,2,14.5,1.2
2022-11-08,3,15.0,3.8
2022-11-09,63,14.7,10.0
2022-11-10,63,16.4,10.1
2022-11-11,2,15.8,7.0
2022-11-12,3,14.3,6.5
2022-11-13,53,14.0,6.3
2022-11-14,53,11.6,6.2
2022-11-15,53,9.8,4.9
2022-11-16,53,11.0,7.1
2022-11-17,51,12.0,5.6
2022-11-18,51,14.6,5.0
2022-11-19,2,11.9,2.1
2022-11-20,51,10.2,0.1
2022-11-21,53,9.1,-2.1
2022-11-22,63,7.9,3.4
2022-11-23,0,9.3,-0.5
2022-11-24,1,12.4,-0.3
2022-11-25,3,9.6,1.2
2022-11-26,3,11.1,0.9
2022-11-27,2,9.8,-1.5
2022-11-28,3,7.0,2.0
2022-11-29,51,6.6,0.3
2022-11-30,51,5.6,0.8
2022-12-01,3,6.7,-0.7
2022-12-02,51,5.8,2.3
2022-12-03,53,6.7,3.5
2022-12-04,63,8.5,5.9
2022-12-05,53,8.6,2.1
2022-12-06,2,5.7,-4.1
2022-12-07,3,4.6,-4.5
2022-12-08,51,6.2,-2.0
2022-12-09,71,3.6,1.4
2022-12-10,3,4.9,0.2
2022-12-11,71,4.7,-4.1
2022-12-12,3,1.4,-5.5
2022-12-13,71,1.0,-2.7
2022-12-14,3,3.0,-1.7
2022-12-15,63,2.3,-3.5
2022-12-16,51,3.7,0.9
2022-12-17,51,4.8,-1.3
2022-12-18,3,6.6,-0.1
2022-12-19,3,5.0,-0.1
2022-12-20,51,5.6,2.4
2022-12-21,53,6.9,4.2
2022-12-22,51,7.9,3.1
2022-12-23,3,8.1,3.4
2022-12-24,3,7.8,4.6
2022-12-25,3,10.2,4.1
