time,weathercode,apparent_temperature_max,apparent_temperature_min
2022-04-26,3,18.3,8.8
2022-04-27,1,20.1,9.8
2022-04-28,1,17.4,9.2
2022-04-29,1,18.0,8.9
2022-04-30,0,19.4,8.6
2022-05-01,1,17.7,9.8
2022-05-02,61,17.1,10.6
2022-05-03,51,16.5,9.0
2022-05-04,3,18.6,10.1
2022-05-05,3,22.5,10.5
2022-05-06,61,18.2,12.5
2022-05-07,61,17.6,12.3
2022-05-08,61,17.7,12.6
2022-05-09,61,21.7,12.7
2022-05-10,61,22.8,11.6
2022-05-11,61,21.5,13.3
2022-05-12,3,21.0,13.5
2022-05-13,3,22.1,14.7
2022-05-14,3,21.9,15.4
2022-05-15,3,22.3,15.0
2022-05-16,51,24.3,16.1
2022-05-17,3,24.1,16.7
2022-05-18,3,24.8,16.2
2022-05-19,0,22.2,12.6
2022-05-20,0,23.1,11.4
2022-05-21,0,22.9,15.4
2022-05-22,3,23.1,17.2
2022-05-23,3,24.5,17.1
2022-05-24,0,26.7,18.3
2022-05-25,2,28.2,17.5
2022-05-26,2,30.4,19.3
2022-05-27,51,32.5,22.1
2022-05-28,61,28.9,19.7
2022-05-29,51,25.8,18.8
2022-05-30,51,23.7,18.9
2022-05-31,2,26.7,18.5
2022-06-01,0,29.0,18.9
2022-06-02,0,31.6,19.5
2022-06-03,1,32.7,22.2
2022-06-04,1,31.7,23.1
2022-06-05,51,34.0,22.1
2022-06-06,1,31.1,23.8
2022-06-07,2,28.6,22.1
2022-06-08,51,27.2,21.9
2022-06-09,63,22.1,17.6
2022-06-10,51,21.3,17.1
2022-06-11,0,26.8,19.2
2022-06-12,0,27.9,18.8
2022-06-13,0,29.8,18.2
2022-06-14,51,29.1,19.9
2022-06-15,1,30.6,21.7
2022-06-16,53,30.3,23.1
2022-06-17,2,30.4,21.4
2022-06-18,1,28.2,18.3
2022-06-19,1,29.9,17.0
2022-06-20,0,28.0,22.4
2022-06-21,1,28.7,22.5
2022-06-22,1,29.5,21.7
2022-06-23,51,29.0,23.0
2022-06-24,1,32.4,24.0
2022-06-25,2,30.8,25.1
2022-06-26,0,34.7,23.3
2022-06-27,1,35.5,24.2
2022-06-28,1,36.4,26.3
2022-06-29,0,31.8,25.8
2022-06-30,0,32.7,23.9
2022-07-01,1,34.2,26.6
2022-07-02,0,34.4,25.2
2022-07-03,0,35.3,26.0
2022-07-04,1,34.5,27.3
2022-07-05,1,33.7,28.1
2022-07-06,51,33.9,27.1
2022-07-07,53,32.6,26.5
2022-07-08,53,27.2,19.7
2022-07-09,0,26.1,18.6
2022-07-10,1,27.3,18.1
2022-07-11,2,30.3,18.6
2022-07-12,51,30.5,21.8
2022-07-13,0,29.9,19.9
2022-07-14,0,28.9,18.2
2022-07-15,0,30.0,21.2
2022-07-16,0,32.2,25.8
2022-07-17,51,33.7,26.4
2022-07-18,53,34.5,25.5
2022-07-19,0,34.2,22.9
2022-07-20,0,32.8,22.2
2022-07-21,0,32.9,23.9
2022-07-22,1,34.1,26.7
2022-07-23,1,33.0,28.8
2022-07-24,0,33.3,28.9
2022-07-25,0,34.4,28.6
2022-07-26,3,33.5,26.7
2022-07-27,51,33.4,27.9
2022-07-28,0,33.6,26.9
2022-07-29,0,32.1,26.5
2022-07-30,1,32.5,24.9
2022-07-31,51,33.3,23.0
2022-08-01,0,32.4,21.7
2022-08-02,0,34.4,23.0
2022-08-03,1,33.0,23.7
2022-08-04,1,33.4,25.2
2022-08-05,2,32.2,27.3
2022-08-06,1,33.4,27.9
2022-08-07,53,35.4,28.1
2022-08-08,0,35.1,26.2
2022-08-09,63,33.4,25.2
2022-08-10,63,34.3,23.4
2022-08-11,61,31.1,23.1
2022-08-12,63,29.8,21.6
2022-08-13,53,26.8,21.0
2022-08-14,1,27.9,20.4
2022-08-15,2,29.6,23.2
2022-08-16,53,32.7,23.5
2022-08-17,1,34.2,26.4
2022-08-18,2,35.5,27.1
2022-08-19,53,31.5,23.9
2022-08-20,53,28.4,22.5
2022-08-21,1,30.7,24.4
2022-08-22,1,29.2,22.7
2022-08-23,53,28.5,21.4
2022-08-24,51,28.8,21.4
2022-08-25,1,30.7,22.0
2022-08-26,51,31.2,23.8
2022-08-27,51,29.7,25.3
2022-08-28,51,29.1,24.8
2022-08-29,61,30.2,23.9
2022-08-30,1,30.6,23.4
2022-08-31,51,30.6,25.7
2022-09-01,63,26.4,22.2
2022-09-02,3,27.1,20.2
2022-09-03,2,27.3,22.3
2022-09-04,61,29.2,23.5
2022-09-05,1,31.5,22.1
2022-09-06,0,31.0,22.7
2022-09-07,53,28.8,24.2
2022-09-08,3,30.4,24.2
2022-09-09,53,31.4,25.7
2022-09-10,53,27.5,23.7
2022-09-11,51,27.0,22.3
2022-09-12,0,28.5,19.9
2022-09-13,0,27.8,19.3
2022-09-14,2,27.4,22.4
2022-09-15,3,28.7,21.8
2022-09-16,63,26.8,20.6
2022-09-17,63,24.9,13.6
2022-09-18,0,22.3,12.1
2022-09-19,1,21.6,16.7
2022-09-20,1,24.4,16.1
2022-09-21,2,20.0,11.8
2022-09-22,1,19.6,11.2
2022-09-23,1,19.9,11.0
2022-09-24,2,19.1,13.7
2022-09-25,63,19.1,15.1
2022-09-26,63,21.1,17.4
2022-09-27,53,19.9,17.9
2022-09-28,61,18.8,17.0
2022-09-29,63,20.4,17.4
2022-09-30,63,23.7,17.6
2022-10-01,53,23.5,15.6
2022-10-02,51,21.5,16.6
2022-10-03,51,24.1,16.9
2022-10-04,1,20.5,14.3
2022-10-05,1,22.3,13.1
2022-10-06,1,22.6,13.1
2022-10-07,1,22.5,15.4
2022-10-08,1,21.7,17.0
2022-10-09,51,21.0,14.4
2022-10-10,61,21.7,16.5
2022-10-11,51,22.8,15.4
2022-10-12,51,22.1,15.4
2022-10-13,63,19.2,15.6
2022-10-14,1,20.9,14.1
2022-10-15,1,21.1,13.0
2022-10-16,0,22.5,14.6
2022-10-17,0,23.5,15.2
2022-10-18,0,23.2,15.3
2022-10-19,0,23.6,16.0
2022-10-20,1,23.8,15.4
2022-10-21,2,21.1,14.6
2022-10-22,3,21.5,17.1
2022-10-23,3,22.8,17.8
2022-10-24,1,21.8,16.8
2022-10-25,1,22.5,16.1
2022-10-26,1,23.3,15.8
2022-10-27,1,25.2,16.2
2022-10-28,0,24.5,15.9
2022-10-29,2,23.3,13.7
2022-10-30,0,22.4,13.3
2022-10-31,0,23.2,13.2
2022-11-01,0,22.5,14.6
2022-11-02,1,21.1,15.8
2022-11-03,2,18.5,15.0
2022-11-04,65,17.2,11.9
2022-11-05,61,15.4,9.9
2022-11-06,51,14.4,10.4
2022-11-07,0,17.8,9.8
2022-11-08,0,17.7,10.9
2022-11-09,3,16.9,10.6
2022-11-10,3,18.7,11.0
2022-11-11,2,17.0,11.0
2022-11-12,53,14.4,9.2
2022-11-13,51,13.5,9.0
2022-11-14,61,14.6,10.5
2022-11-15,51,16.0,12.7
2022-11-16,63,16.9,12.4
2022-11-17,51,18.1,15.2
2022-11-18,63,17.3,13.7
2022-11-19,63,15.4,12.4
2022-11-20,63,14.0,10.2
2022-11-21,51,12.0,8.3
2022-11-22,63,10.7,5.6
2022-11-23,61,11.9,7.6
2022-11-24,0,14.4,8.0
2022-11-25,61,13.8,7.4
2022-11-26,63,10.5,4.1
2022-11-27,53,9.1,4.9
2022-11-28,3,11.2,5.0
2022-11-29,3,10.2,4.6
2022-11-30,51,9.3,5.7
2022-12-01,51,11.3,4.2
2022-12-02,53,10.6,8.4
2022-12-03,63,14.2,8.9
2022-12-04,63,13.5,9.5
2022-12-05,51,15.2,8.5
2022-12-06,3,14.6,10.5
2022-12-07,51,14.5,8.9
2022-12-08,53,13.5,10.9
2022-12-09,53,15.0,11.3
2022-12-10,63,15.6,11.9
2022-12-11,61,11.7,7.0
2022-12-12,51,10.5,6.3
2022-12-13,61,12.0,6.5
2022-12-14,63,15.7,11.6
2022-12-15,53,16.0,12.8
2022-12-16,61,17.9,13.2
2022-12-17,53,14.6,11.1
2022-12-18,3,12.5,7.8
2022-12-19,1,11.0,5.6
2022-12-20,3,11.3,4.1
2022-12-21,51,10.9,7.3
2022-12-22,51,12.8,10.1
2022-12-23,51,13.7,9.5
2022-12-24,51,15.2,11.0
2022-12-25,3,15.9,11.0
