time,weathercode,apparent_temperature_max,apparent_temperature_min
2022-07-28,51,38.2,27.1
2022-07-29,51,38.3,27.2
2022-07-30,1,37.1,26.2
2022-07-31,0,36.8,25.2
2022-08-01,0,36.9,24.6
2022-08-02,2,39.2,24.2
2022-08-03,0,37.6,25.2
2022-08-04,1,38.2,25.6
2022-08-05,1,38.5,25.4
2022-08-06,1,39.1,29.4
2022-08-07,51,41.7,27.6
2022-08-08,61,38.8,26.0
2022-08-09,61,36.9,23.9
2022-08-10,61,36.2,24.0
2022-08-11,51,34.5,24.3
2022-08-12,61,34.1,23.1
2022-08-13,63,31.9,22.2
2022-08-14,1,33.5,19.1
2022-08-15,51,35.0,22.3
2022-08-16,51,35.7,23.7
2022-08-17,1,38.8,26.0
2022-08-18,53,35.9,28.7
2022-08-19,61,30.1,23.7
2022-08-20,1,32.5,22.3
2022-08-21,51,34.2,23.5
2022-08-22,1,34.8,21.2
2022-08-23,3,32.9,23.6
2022-08-24,1,32.8,21.0
2022-08-25,0,35.2,21.8
2022-08-26,1,35.0,24.8
2022-08-27,53,34.5,24.5
2022-08-28,51,33.3,22.4
2022-08-29,51,34.7,21.4
2022-08-30,1,35.7,23.6
2022-08-31,51,33.7,26.5
2022-09-01,61,31.7,22.1
2022-09-02,1,32.2,19.3
2022-09-03,51,30.8,22.4
2022-09-04,53,32.1,23.7
2022-09-05,1,35.4,20.9
2022-09-06,1,35.0,23.1
2022-09-07,51,35.7,24.8
2022-09-08,53,34.1,26.4
2022-09-09,63,33.6,24.9
2022-09-10,51,31.2,24.3
2022-09-11,0,30.6,21.7
2022-09-12,0,31.1,18.4
2022-09-13,1,31.3,18.7
2022-09-14,2,32.1,19.2
2022-09-15,63,31.3,23.3
2022-09-16,53,30.3,25.5
2022-09-17,51,27.3,11.5
2022-09-18,0,23.9,10.0
2022-09-19,51,25.6,11.5
2022-09-20,51,28.1,16.4
2022-09-21,51,24.1,13.5
2022-09-22,1,21.9,12.9
2022-09-23,2,22.0,9.0
2022-09-24,53,21.7,12.9
2022-09-25,63,23.4,15.5
2022-09-26,61,23.1,18.4
2022-09-27,51,21.9,17.5
2022-09-28,61,22.8,16.9
2022-09-29,63,22.7,17.6
2022-09-30,63,23.2,16.9
2022-10-01,53,21.8,16.2
2022-10-02,1,25.5,14.1
2022-10-03,2,28.0,15.3
2022-10-04,2,25.6,16.1
2022-10-05,2,27.0,14.2
2022-10-06,2,27.1,14.7
2022-10-07,3,25.7,14.8
2022-10-08,2,24.9,15.9
2022-10-09,51,24.9,18.4
2022-10-10,51,26.3,17.7
2022-10-11,51,26.0,16.5
2022-10-12,53,24.3,14.2
2022-10-13,61,22.8,13.9
2022-10-14,1,23.2,11.1
2022-10-15,0,24.7,11.7
2022-10-16,1,25.4,12.6
2022-10-17,1,26.9,13.5
2022-10-18,1,26.1,13.5
2022-10-19,0,26.9,14.2
2022-10-20,1,26.3,13.3
2022-10-21,51,23.7,12.2
2022-10-22,3,24.1,17.7
2022-10-23,1,26.1,17.1
2022-10-24,2,24.8,14.1
2022-10-25,2,26.4,16.1
2022-10-26,1,26.5,14.2
2022-10-27,1,27.0,12.5
2022-10-28,0,26.3,12.3
2022-10-29,0,25.6,13.7
2022-10-30,0,25.0,10.2
2022-10-31,1,25.3,9.1
2022-11-01,1,24.3,9.8
2022-11-02,1,22.7,12.0
2022-11-03,51,22.4,11.3
2022-11-04,61,21.3,12.7
2022-11-05,51,15.6,8.3
2022-11-06,1,18.7,7.4
2022-11-07,1,18.6,5.9
2022-11-08,0,20.1,6.1
2022-11-09,3,19.7,7.3
2022-11-10,51,22.6,11.3
2022-11-11,1,22.2,9.3
2022-11-12,3,16.1,9.0
2022-11-13,53,16.4,8.2
2022-11-14,63,16.0,8.3
2022-11-15,53,15.9,5.0
2022-11-16,63,19.5,13.6
2022-11-17,53,19.2,9.6
2022-11-18,61,21.0,13.6
2022-11-19,61,15.2,12.2
2022-11-20,61,13.3,5.3
2022-11-21,61,14.7,3.6
2022-11-22,63,13.2,7.5
2022-11-23,51,13.9,4.0
2022-11-24,3,17.2,6.8
2022-11-25,61,14.7,5.5
2022-11-26,63,10.5,6.7
2022-11-27,1,13.5,3.2
2022-11-28,53,12.2,1.9
2022-11-29,53,13.0,4.8
2022-11-30,3,11.6,3.3
2022-12-01,1,13.0,1.4
2022-12-02,53,11.7,5.2
2022-12-03,63,13.1,8.5
2022-12-04,61,14.6,10.1
2022-12-05,53,16.2,9.5
2022-12-06,2,16.5,9.0
2022-12-07,51,16.1,6.6
2022-12-08,51,14.6,9.8
2022-12-09,61,16.2,11.4
2022-12-10,63,16.3,11.0
2022-12-11,51,11.7,6.2
2022-12-12,51,10.6,0.6
2022-12-13,61,9.0,4.5
2022-12-14,61,12.8,6.5
2022-12-15,63,15.8,5.1
2022-12-16,61,16.1,13.0
2022-12-17,51,15.5,9.6
2022-12-18,1,16.1,5.4
2022-12-19,1,12.9,2.7
2022-12-20,2,13.3,1.8
2022-12-21,3,12.0,4.2
2022-12-22,3,15.2,8.6
2022-12-23,3,16.5,6.1
2022-12-24,3,16.9,7.6
2022-12-25,2,15.8,5.7
