time,Meteo,TemperaturaPercepita
2022-11-26,Parzialmente nuvoloso,4
2022-11-27,Coperto,2
2022-11-28,pioggerella debole,1
2022-11-29,pioggerella debole,1
2022-11-30,Coperto,1
2022-12-01,pioggerella debole,3
2022-12-02,pioggerella Moderata,3
2022-12-03,pioggerella Moderata,5
2022-12-04,Pioggia moderata,6
2022-12-05,pioggerella Moderata,7
2022-12-06,Parzialmente nuvoloso,3
2022-12-07,Parzialmente nuvoloso,2
2022-12-08,Coperto,1
2022-12-09,Nevicate leggere,2
2022-12-10,pioggerella Moderata,5
2022-12-11,Nevicate leggere,0
2022-12-12,pioggerella debole,-5
2022-12-13,Coperto,-5
2022-12-14,Coperto,0
2022-12-15,Nevicate leggere,1
2022-12-16,pioggerella Moderata,4
2022-12-17,pioggerella Moderata,4
2022-12-18,Coperto,1
2022-12-19,Coperto,0
2022-12-20,Parzialmente nuvoloso,0
2022-12-21,pioggerella debole,0
2022-12-22,Coperto,2
2022-12-23,Coperto,4
2022-12-24,Parzialmente nuvoloso,5
2022-12-25,pioggerella debole,5
2022-01-01,pioggerella debole,7
2022-01-02,pioggerella debole,6
2022-01-03,pioggerella debole,9
2022-01-04,pioggerella debole,9
2022-01-05,Nevicate leggere,8
2022-01-06,Nevicate leggere,2
2022-01-07,Principalmente chiaro,1
2022-01-08,Parzialmente nuvoloso,0
2022-01-09,Nevicate leggere,0
2022-01-10,Nevicate leggere,1
2022-01-11,Cielo chiaro,2
2022-01-12,Principalmente chiaro,1
2022-01-13,Cielo chiaro,2
2022-01-14,Cielo chiaro,3
2022-01-15,Parzialmente nuvoloso,6
2022-01-16,Coperto,5
2022-01-17,Coperto,5
2022-01-18,Cielo chiaro,4
2022-01-19,pioggerella debole,2
2022-01-20,pioggerella Moderata,6
2022-01-21,Coperto,1
2022-01-22,Principalmente chiaro,1
2022-01-23,Parzialmente nuvoloso,2
2022-01-24,Parzialmente nuvoloso,2
2022-01-25,Parzialmente nuvoloso,2
2022-01-26,Coperto,4
2022-01-27,Coperto,5
2022-01-28,Coperto,6
2022-01-29,Parzialmente nuvoloso,2
2022-01-30,Coperto,5
2022-01-31,pioggerella debole,5
2022-02-01,Cielo chiaro,5
2022-02-02,Cielo chiaro,6
2022-02-03,Principalmente chiaro,6
2022-02-04,pioggerella debole,8
2022-02-05,pioggerella debole,8
2022-02-06,Coperto,5
2022-02-07,pioggerella debole,7
2022-02-08,Cielo chiaro,4
2022-02-09,Parzialmente nuvoloso,5
2022-02-10,Principalmente chiaro,7
2022-02-11,Coperto,5
2022-02-12,Parzialmente nuvoloso,4
2022-02-13,pioggerella debole,3
2022-02-14,pioggerella Moderata,7
2022-02-15,Pioggia moderata,7
2022-02-16,pioggerella debole,6
2022-02-17,Coperto,6
2022-02-18,Coperto,6
2022-02-19,pioggerella debole,11
2022-02-20,pioggerella debole,11
2022-02-21,pioggerella Moderata,7
2022-02-22,Cielo chiaro,6
2022-02-23,Cielo chiaro,7
2022-02-24,Parzialmente nuvoloso,6
2022-02-25,Pioggia,8
2022-02-26,pioggerella debole,3
2022-02-27,Coperto,3
2022-02-28,Coperto,5
2022-03-01,Parzialmente nuvoloso,3
2022-03-02,Parzialmente nuvoloso,2
2022-03-03,pioggerella debole,6
2022-03-04,Pioggia,5
2022-03-05,Principalmente chiaro,1
2022-03-06,Coperto,1
2022-03-07,Parzialmente nuvoloso,1
2022-03-08,Cielo chiaro,0
2022-03-09,Principalmente chiaro,3
2022-03-10,Cielo chiaro,6
2022-03-11,Parzialmente nuvoloso,5
2022-03-12,Principalmente chiaro,3
2022-03-13,Coperto,5
2022-03-14,Coperto,9
2022-03-15,Coperto,8
2022-03-16,pioggerella debole,10
2022-03-17,Coperto,9
2022-03-18,Parzialmente nuvoloso,8
2022-03-19,Principalmente chiaro,7
2022-03-20,Parzialmente nuvoloso,7
2022-03-21,Cielo chiaro,5
2022-03-22,Cielo chiaro,4
2022-03-23,Cielo chiaro,6
2022-03-24,Cielo chiaro,8
2022-03-25,Parzialmente nuvoloso,9
2022-03-26,Parzialmente nuvoloso,11
2022-03-27,Parzialmente nuvoloso,10
2022-03-28,Principalmente chiaro,12
2022-03-29,Principalmente chiaro,9
2022-03-30,Pioggia moderata,8
2022-03-31,Pioggia,10
2022-04-01,pioggerella Moderata,8
2022-04-02,pioggerella Moderata,4
2022-04-03,pioggerella debole,5
2022-04-04,pioggerella debole,6
2022-04-05,Parzialmente nuvoloso,8
2022-04-06,pioggerella Moderata,7
2022-04-07,pioggerella debole,8
2022-04-08,pioggerella debole,14
2022-04-09,Nevicate leggere,8
2022-04-10,Principalmente chiaro,8
2022-04-11,Principalmente chiaro,8
2022-04-12,Principalmente chiaro,10
2022-04-13,Principalmente chiaro,12
2022-04-14,Principalmente chiaro,13
2022-04-15,Principalmente chiaro,15
2022-04-16,pioggerella Moderata,14
2022-04-17,Principalmente chiaro,8
2022-04-18,Cielo chiaro,10
2022-04-19,Coperto,9
2022-04-20,pioggerella debole,13
2022-04-21,Pioggia,13
2022-04-22,Pioggia moderata,12
2022-04-23,Pioggia moderata,15
2022-04-24,Pioggia moderata,11
2022-04-25,pioggerella Moderata,13
2022-04-26,pioggerella debole,14
2022-04-27,Coperto,14
2022-04-28,Cielo chiaro,13
2022-04-29,Cielo chiaro,12
2022-04-30,Parzialmente nuvoloso,13
2022-05-01,pioggerella debole,14
2022-05-02,Pioggia,14
2022-05-03,Coperto,15
2022-05-04,pioggerella debole,17
2022-05-05,pioggerella Moderata,13
2022-05-06,Pioggia,15
2022-05-07,pioggerella debole,16
2022-05-08,pioggerella Moderata,18
2022-05-09,pioggerella debole,18
2022-05-10,Coperto,19
2022-05-11,Principalmente chiaro,20
2022-05-12,Coperto,18
2022-05-13,Principalmente chiaro,18
2022-05-14,Principalmente chiaro,20
2022-05-15,Coperto,20
2022-05-16,Principalmente chiaro,20
2022-05-17,Coperto,22
2022-05-18,Coperto,23
2022-05-19,Principalmente chiaro,21
2022-05-20,Parzialmente nuvoloso,22
2022-05-21,Principalmente chiaro,21
2022-05-22,Coperto,22
2022-05-23,Coperto,23
2022-05-24,pioggerella debole,23
2022-05-25,pioggerella debole,25
2022-05-26,pioggerella debole,26
2022-05-27,Parzialmente nuvoloso,28
2022-05-28,pioggerella Moderata,26
2022-05-29,pioggerella debole,22
2022-05-30,pioggerella debole,21
2022-05-31,pioggerella debole,23
2022-06-01,Coperto,24
2022-06-02,Principalmente chiaro,27
2022-06-03,pioggerella debole,26
2022-06-04,Parzialmente nuvoloso,28
2022-06-05,pioggerella debole,27
2022-06-06,Coperto,27
2022-06-07,pioggerella Moderata,25
2022-06-08,pioggerella debole,24
2022-06-09,Pioggia,22
2022-06-10,Cielo chiaro,21
2022-06-11,Principalmente chiaro,23
2022-06-12,Cielo chiaro,26
2022-06-13,Principalmente chiaro,27
2022-06-14,Principalmente chiaro,27
2022-06-15,Principalmente chiaro,29
2022-06-16,Parzialmente nuvoloso,29
2022-06-17,pioggerella debole,30
2022-06-18,Principalmente chiaro,28
2022-06-19,Cielo chiaro,27
2022-06-20,Coperto,28
2022-06-21,Parzialmente nuvoloso,28
2022-06-22,Parzialmente nuvoloso,27
2022-06-23,pioggerella debole,29
2022-06-24,pioggerella debole,29
2022-06-25,pioggerella debole,29
2022-06-26,Principalmente chiaro,30
2022-06-27,Principalmente chiaro,31
2022-06-28,Pioggia molto intensa,29
2022-06-29,pioggerella debole,28
2022-06-30,Coperto,27
2022-07-01,Parzialmente nuvoloso,26
2022-07-02,Coperto,30
2022-07-03,Principalmente chiaro,33
2022-07-04,Parzialmente nuvoloso,32
2022-07-05,Principalmente chiaro,30
2022-07-06,pioggerella debole,30
2022-07-07,pioggerella debole,30
2022-07-08,Principalmente chiaro,25
2022-07-09,Principalmente chiaro,24
2022-07-10,Principalmente chiaro,25
2022-07-11,pioggerella debole,28
2022-07-12,pioggerella debole,28
2022-07-13,Cielo chiaro,28
2022-07-14,Principalmente chiaro,28
2022-07-15,Parzialmente nuvoloso,29
2022-07-16,Cielo chiaro,31
2022-07-17,Principalmente chiaro,30
2022-07-18,Principalmente chiaro,31
2022-07-19,Cielo chiaro,30
2022-07-20,Cielo chiaro,30
2022-07-21,Cielo chiaro,32
2022-07-22,Cielo chiaro,33
2022-07-23,Coperto,31
2022-07-24,Principalmente chiaro,32
2022-07-25,Coperto,33
2022-07-26,pioggerella debole,34
2022-07-27,pioggerella debole,30
2022-07-28,pioggerella debole,31
2022-07-29,pioggerella debole,31
2022-07-30,Pioggia,31
2022-07-31,Principalmente chiaro,29
2022-08-01,Cielo chiaro,30
2022-08-02,pioggerella debole,30
2022-08-03,Cielo chiaro,30
2022-08-04,Cielo chiaro,30
2022-08-05,Parzialmente nuvoloso,32
2022-08-06,pioggerella debole,34
2022-08-07,pioggerella debole,31
2022-08-08,pioggerella Moderata,30
2022-08-09,pioggerella debole,28
2022-08-10,Principalmente chiaro,28
2022-08-11,Principalmente chiaro,26
2022-08-12,pioggerella debole,25
2022-08-13,pioggerella debole,25
2022-08-14,pioggerella debole,25
2022-08-15,Pioggia moderata,27
2022-08-16,pioggerella debole,30
2022-08-17,Coperto,30
2022-08-18,Pioggia moderata,28
2022-08-19,Pioggia moderata,24
2022-08-20,pioggerella debole,27
2022-08-21,pioggerella Moderata,29
2022-08-22,Principalmente chiaro,26
2022-08-23,Cielo chiaro,25
2022-08-24,Cielo chiaro,25
2022-08-25,Principalmente chiaro,27
2022-08-26,pioggerella Moderata,30
2022-08-27,pioggerella debole,28
2022-08-28,pioggerella debole,28
2022-08-29,Parzialmente nuvoloso,28
2022-08-30,pioggerella debole,28
2022-08-31,pioggerella Moderata,27
2022-09-01,pioggerella Moderata,24
2022-09-02,Parzialmente nuvoloso,25
2022-09-03,Pioggia,23
2022-09-04,pioggerella debole,26
2022-09-05,Principalmente chiaro,27
2022-09-06,Parzialmente nuvoloso,27
2022-09-07,pioggerella debole,30
2022-09-08,Pioggia,28
2022-09-09,pioggerella debole,24
2022-09-10,pioggerella debole,24
2022-09-11,pioggerella debole,25
2022-09-12,Cielo chiaro,24
2022-09-13,Parzialmente nuvoloso,24
2022-09-14,pioggerella Moderata,26
2022-09-15,Pioggia molto intensa,27
2022-09-16,pioggerella debole,26
2022-09-17,pioggerella Moderata,18
2022-09-18,Cielo chiaro,15
2022-09-19,pioggerella Moderata,18
2022-09-20,Principalmente chiaro,17
2022-09-21,Principalmente chiaro,15
2022-09-22,Cielo chiaro,13
2022-09-23,Principalmente chiaro,14
2022-09-24,Pioggia moderata,15
2022-09-25,Pioggia moderata,20
2022-09-26,pioggerella debole,20
2022-09-27,pioggerella debole,17
2022-09-28,Pioggia moderata,16
2022-09-29,Pioggia moderata,19
2022-09-30,Pioggia moderata,17
2022-10-01,pioggerella debole,16
2022-10-02,pioggerella debole,20
2022-10-03,Coperto,21
2022-10-04,Coperto,18
2022-10-05,Principalmente chiaro,19
2022-10-06,Principalmente chiaro,18
2022-10-07,Parzialmente nuvoloso,18
2022-10-08,Principalmente chiaro,19
2022-10-09,Coperto,18
2022-10-10,pioggerella debole,20
2022-10-11,Parzialmente nuvoloso,19
2022-10-12,pioggerella debole,18
2022-10-13,Parzialmente nuvoloso,18
2022-10-14,Parzialmente nuvoloso,17
2022-10-15,Coperto,17
2022-10-16,Coperto,20
2022-10-17,Principalmente chiaro,20
2022-10-18,Cielo chiaro,18
2022-10-19,Parzialmente nuvoloso,20
2022-10-20,Principalmente chiaro,18
2022-10-21,pioggerella debole,17
2022-10-22,pioggerella debole,22
2022-10-23,pioggerella debole,23
2022-10-24,pioggerella debole,22
2022-10-25,pioggerella debole,23
2022-10-26,Coperto,20
2022-10-27,Parzialmente nuvoloso,18
2022-10-28,Parzialmente nuvoloso,18
2022-10-29,Cielo chiaro,17
2022-10-30,Cielo chiaro,18
2022-10-31,Principalmente chiaro,17
2022-11-01,Coperto,14
2022-11-02,pioggerella debole,16
2022-11-03,Pioggia,16
2022-11-04,Pioggia moderata,14
2022-11-05,Principalmente chiaro,11
2022-11-06,Principalmente chiaro,10
2022-11-07,Parzialmente nuvoloso,11
2022-11-08,pioggerella debole,12
2022-11-09,Coperto,14
2022-11-10,pioggerella Moderata,16
2022-11-11,Parzialmente nuvoloso,13
2022-11-12,Parzialmente nuvoloso,11
2022-11-13,pioggerella Moderata,11
2022-11-14,Coperto,11
2022-11-15,Pioggia,8
2022-11-16,Pioggia moderata,15
2022-11-17,Pioggia moderata,13
2022-11-18,Pioggia moderata,14
2022-11-19,Pioggia,10
2022-11-20,pioggerella debole,9
2022-11-21,Pioggia moderata,7
2022-11-22,Pioggia moderata,9
2022-11-23,Parzialmente nuvoloso,7
2022-11-24,Parzialmente nuvoloso,9
2022-11-25,Pioggia,8
2022-11-26,pioggerella Moderata,8
2022-11-27,Principalmente chiaro,6
2022-11-28,Coperto,4
2022-11-29,Coperto,6
2022-11-30,Coperto,4
2022-12-01,Coperto,3
2022-12-02,pioggerella debole,4
2022-12-03,pioggerella Moderata,7
2022-12-04,Pioggia,10
2022-12-05,Pioggia,12
2022-12-06,Pioggia,12
2022-12-07,pioggerella Moderata,8
2022-12-08,pioggerella Moderata,7
2022-12-09,Pioggia,13
2022-12-10,pioggerella Moderata,12
2022-12-11,Pioggia,5
2022-12-12,pioggerella debole,0
2022-12-13,Nevicate leggere,2
2022-12-14,pioggerella Moderata,3
2022-12-15,Pioggia moderata,10
2022-12-16,Pioggia moderata,11
2022-12-17,pioggerella debole,10
2022-12-18,Parzialmente nuvoloso,5
2022-12-19,Coperto,4
2022-12-20,pioggerella debole,9
2022-12-21,pioggerella Moderata,9
2022-12-22,pioggerella debole,9
2022-12-23,pioggerella debole,12
2022-12-24,pioggerella debole,14
2022-12-25,pioggerella debole,14
2022-01-01,Coperto,2
2022-01-02,Coperto,1
2022-01-03,Coperto,3
2022-01-04,Coperto,5
2022-01-05,Nevicate leggere,4
2022-01-06,Pioggia,3
2022-01-07,Principalmente chiaro,0
2022-01-08,Coperto,-1
2022-01-09,Nevicate leggere,-2
2022-01-10,Parzialmente nuvoloso,1
2022-01-11,Cielo chiaro,1
2022-01-12,Cielo chiaro,0
2022-01-13,Cielo chiaro,1
2022-01-14,Cielo chiaro,2
2022-01-15,Cielo chiaro,2
2022-01-16,Coperto,2
2022-01-17,Coperto,3
2022-01-18,Cielo chiaro,3
2022-01-19,Coperto,2
2022-01-20,pioggerella debole,1
2022-01-21,Coperto,1
2022-01-22,Coperto,1
2022-01-23,Coperto,1
2022-01-24,Coperto,0
2022-01-25,Coperto,2
2022-01-26,Coperto,0
2022-01-27,Coperto,0
2022-01-28,Coperto,1
2022-01-29,Principalmente chiaro,2
2022-01-30,Principalmente chiaro,1
2022-01-31,Coperto,0
2022-02-01,Cielo chiaro,3
2022-02-02,Principalmente chiaro,3
2022-02-03,Parzialmente nuvoloso,4
2022-02-04,Coperto,5
2022-02-05,Parzialmente nuvoloso,5
2022-02-06,Coperto,3
2022-02-07,Parzialmente nuvoloso,4
2022-02-08,Cielo chiaro,3
2022-02-09,Cielo chiaro,4
2022-02-10,Principalmente chiaro,4
2022-02-11,Coperto,6
2022-02-12,Cielo chiaro,3
2022-02-13,Principalmente chiaro,2
2022-02-14,pioggerella debole,1
2022-02-15,Pioggia moderata,3
2022-02-16,Coperto,5
2022-02-17,Parzialmente nuvoloso,5
2022-02-18,Coperto,6
2022-02-19,pioggerella debole,7
2022-02-20,pioggerella debole,10
2022-02-21,pioggerella debole,8
2022-02-22,Parzialmente nuvoloso,7
2022-02-23,Cielo chiaro,6
2022-02-24,Parzialmente nuvoloso,5
2022-02-25,pioggerella debole,6
2022-02-26,pioggerella debole,4
2022-02-27,Principalmente chiaro,3
2022-02-28,Coperto,3
2022-03-01,Principalmente chiaro,2
2022-03-02,Coperto,2
2022-03-03,Parzialmente nuvoloso,5
2022-03-04,pioggerella debole,5
2022-03-05,Principalmente chiaro,2
2022-03-06,Parzialmente nuvoloso,1
2022-03-07,Coperto,2
2022-03-08,Coperto,2
2022-03-09,Principalmente chiaro,3
