time,Meteo,TemperaturaPercepita
2022-05-06,Pioggia,12.6
2022-05-07,pioggerella Moderata,15.4
2022-05-08,pioggerella Moderata,17.85
2022-05-09,pioggerella debole,19.15
2022-05-10,Principalmente chiaro,19.85
2022-05-11,Principalmente chiaro,21.3
2022-05-12,Principalmente chiaro,21.6
2022-05-13,Principalmente chiaro,20.8
2022-05-14,Parzialmente nuvoloso,22.35
2022-05-15,pioggerella Moderata,24.75
2022-05-16,Principalmente chiaro,23.75
2022-05-17,Principalmente chiaro,23.7
2022-05-18,pioggerella Moderata,22.9
2022-05-19,Parzialmente nuvoloso,21.75
2022-05-20,Parzialmente nuvoloso,24.15
2022-05-21,Principalmente chiaro,25.75
2022-05-22,Parzialmente nuvoloso,25.9
2022-05-23,Coperto,26.15
2022-05-24,pioggerella debole,24.0
2022-05-25,pioggerella debole,23.65
2022-05-26,pioggerella debole,24.6
2022-05-27,Coperto,28.0
2022-05-28,Pioggia moderata,21.25
2022-05-29,pioggerella Moderata,14.85
2022-05-30,pioggerella debole,16.65
2022-05-31,pioggerella debole,20.2
2022-06-01,Coperto,23.1
2022-06-02,Parzialmente nuvoloso,25.8
2022-06-03,pioggerella Moderata,24.55
2022-06-04,Coperto,26.75
2022-06-05,pioggerella debole,28.4
2022-06-06,pioggerella Moderata,26.75
2022-06-07,Pioggia moderata,24.4
2022-06-08,Pioggia,23.65
2022-06-09,pioggerella Moderata,22.8
2022-06-10,Principalmente chiaro,22.799999999999997
2022-06-11,Cielo chiaro,25.0
2022-06-12,Principalmente chiaro,26.950000000000003
2022-06-13,Parzialmente nuvoloso,27.75
2022-06-14,Principalmente chiaro,26.799999999999997
2022-06-15,Coperto,28.65
2022-06-16,Principalmente chiaro,30.200000000000003
2022-06-17,pioggerella debole,29.9
2022-06-18,Principalmente chiaro,27.849999999999998
2022-06-19,Principalmente chiaro,28.2
2022-06-20,Cielo chiaro,28.9
2022-06-21,Coperto,29.35
2022-06-22,pioggerella debole,27.85
2022-06-23,Pioggia,28.0
2022-06-24,pioggerella debole,27.599999999999998
2022-06-25,Principalmente chiaro,27.299999999999997
2022-06-26,Principalmente chiaro,28.4
2022-06-27,Principalmente chiaro,31.25
2022-06-28,Pioggia moderata,26.95
2022-06-29,Pioggia moderata,28.35
2022-06-30,Principalmente chiaro,28.3
2022-07-01,pioggerella debole,28.1
2022-07-02,Principalmente chiaro,28.4
2022-07-03,Principalmente chiaro,32.5
2022-07-04,pioggerella Moderata,30.200000000000003
2022-07-05,Cielo chiaro,29.450000000000003
2022-07-06,pioggerella Moderata,28.05
2022-07-07,pioggerella Moderata,27.4
2022-07-08,pioggerella debole,26.299999999999997
2022-07-09,Cielo chiaro,24.6
2022-07-10,Principalmente chiaro,25.950000000000003
2022-07-11,pioggerella debole,26.95
2022-07-12,pioggerella debole,27.849999999999998
2022-07-13,Principalmente chiaro,27.75
2022-07-14,Principalmente chiaro,29.4
2022-07-15,Principalmente chiaro,31.35
2022-07-16,Principalmente chiaro,30.950000000000003
2022-07-17,pioggerella debole,30.55
2022-07-18,Principalmente chiaro,29.65
2022-07-19,Principalmente chiaro,29.85
2022-07-20,Parzialmente nuvoloso,30.9
2022-07-21,pioggerella debole,32.35
2022-07-22,pioggerella debole,32.599999999999994
2022-07-23,pioggerella debole,31.7
2022-07-24,Principalmente chiaro,34.9
2022-07-25,Principalmente chiaro,35.95
2022-07-26,Pioggia,32.8
2022-07-27,Pioggia,28.349999999999998
2022-07-28,Pioggia,29.85
2022-07-29,Pioggia molto intensa,29.5
2022-07-30,Principalmente chiaro,28.3
2022-07-31,Cielo chiaro,29.049999999999997
2022-08-01,Principalmente chiaro,30.5
2022-08-02,pioggerella Moderata,28.75
2022-08-03,Principalmente chiaro,30.45
2022-08-04,Principalmente chiaro,32.15
2022-08-05,pioggerella Moderata,32.45
2022-08-06,pioggerella Moderata,33.3
2022-08-07,Pioggia,27.0
2022-08-08,pioggerella debole,28.5
2022-08-09,Principalmente chiaro,28.65
2022-08-10,Principalmente chiaro,27.8
2022-08-11,Principalmente chiaro,27.700000000000003
2022-08-12,pioggerella Moderata,25.049999999999997
2022-08-13,Principalmente chiaro,25.6
2022-08-14,Parzialmente nuvoloso,26.0
2022-08-15,Pioggia,28.150000000000002
2022-08-16,pioggerella debole,27.85
2022-08-17,pioggerella debole,30.2
2022-08-18,Pioggia molto intensa,22.049999999999997
2022-08-19,Pioggia moderata,23.6
2022-08-20,Parzialmente nuvoloso,27.1
2022-08-21,pioggerella debole,28.299999999999997
2022-08-22,Principalmente chiaro,28.1
2022-08-23,Cielo chiaro,27.5
2022-08-24,Cielo chiaro,26.4
2022-08-25,Principalmente chiaro,27.95
2022-08-26,Principalmente chiaro,29.1
2022-08-27,Pioggia,26.9
2022-08-28,pioggerella Moderata,26.700000000000003
2022-08-29,Principalmente chiaro,27.5
2022-08-30,Pioggia,28.700000000000003
2022-08-31,Pioggia,26.85
2022-09-01,pioggerella Moderata,24.15
2022-09-02,pioggerella debole,23.700000000000003
2022-09-03,pioggerella Moderata,24.549999999999997
2022-09-04,pioggerella Moderata,26.45
2022-09-05,pioggerella debole,28.15
2022-09-06,Parzialmente nuvoloso,28.5
2022-09-07,Pioggia,28.450000000000003
2022-09-08,pioggerella Moderata,27.7
2022-09-09,pioggerella Moderata,26.0
2022-09-10,pioggerella Moderata,24.65
2022-09-11,pioggerella debole,24.15
2022-09-12,Cielo chiaro,23.549999999999997
2022-09-13,Principalmente chiaro,25.15
2022-09-14,pioggerella debole,26.55
2022-09-15,pioggerella Moderata,27.0
2022-09-16,pioggerella Moderata,26.0
2022-09-17,Pioggia moderata,15.649999999999999
2022-09-18,Cielo chiaro,15.75
2022-09-19,Cielo chiaro,19.25
2022-09-20,Cielo chiaro,17.05
2022-09-21,Parzialmente nuvoloso,15.399999999999999
2022-09-22,Principalmente chiaro,15.15
2022-09-23,Parzialmente nuvoloso,15.3
2022-09-24,pioggerella Moderata,15.55
2022-09-25,Pioggia,16.6
2022-09-26,pioggerella debole,17.35
2022-09-27,pioggerella debole,17.55
2022-09-28,pioggerella debole,17.049999999999997
2022-09-29,pioggerella Moderata,18.1
2022-09-30,pioggerella Moderata,14.75
2022-10-01,pioggerella debole,16.9
2022-10-02,Principalmente chiaro,18.75
2022-10-03,Parzialmente nuvoloso,20.05
2022-10-04,Coperto,19.6
2022-10-05,Parzialmente nuvoloso,19.15
2022-10-06,Principalmente chiaro,18.9
2022-10-07,Cielo chiaro,18.9
2022-10-08,Coperto,18.35
2022-10-09,pioggerella debole,19.0
2022-10-10,pioggerella debole,18.5
2022-10-11,Principalmente chiaro,17.75
2022-10-12,Coperto,18.1
2022-10-13,Coperto,17.6
2022-10-14,Coperto,17.6
2022-10-15,Parzialmente nuvoloso,18.25
2022-10-16,Coperto,20.15
2022-10-17,Parzialmente nuvoloso,19.55
2022-10-18,Principalmente chiaro,19.1
2022-10-19,Principalmente chiaro,18.4
2022-10-20,Coperto,19.25
2022-10-21,pioggerella Moderata,16.55
2022-10-22,Pioggia,20.45
2022-10-23,Coperto,19.7
2022-10-24,pioggerella debole,21.45
2022-10-25,pioggerella Moderata,20.35
2022-10-26,Principalmente chiaro,20.4
2022-10-27,Principalmente chiaro,19.45
2022-10-28,Coperto,18.4
2022-10-29,Cielo chiaro,17.25
2022-10-30,Principalmente chiaro,16.75
2022-10-31,Principalmente chiaro,16.5
2022-11-01,pioggerella debole,13.95
2022-11-02,pioggerella Moderata,14.950000000000001
2022-11-03,Pioggia moderata,16.0
2022-11-04,Pioggia moderata,13.5
2022-11-05,Parzialmente nuvoloso,12.149999999999999
2022-11-06,Principalmente chiaro,10.3
2022-11-07,Principalmente chiaro,8.7
2022-11-08,Coperto,11.3
2022-11-09,Pioggia,13.0
2022-11-10,Pioggia moderata,12.95
2022-11-11,Coperto,12.399999999999999
2022-11-12,Coperto,10.45
2022-11-13,pioggerella Moderata,9.55
2022-11-14,pioggerella debole,9.4
2022-11-15,pioggerella Moderata,7.3
2022-11-16,pioggerella Moderata,9.3
2022-11-17,pioggerella debole,8.7
2022-11-18,pioggerella Moderata,11.25
2022-11-19,pioggerella Moderata,8.4
2022-11-20,pioggerella debole,7.75
2022-11-21,pioggerella Moderata,4.55
2022-11-22,Pioggia moderata,5.4
2022-11-23,Principalmente chiaro,5.25
2022-11-24,Principalmente chiaro,5.35
2022-11-25,pioggerella debole,6.449999999999999
2022-11-26,Coperto,6.75
2022-11-27,Parzialmente nuvoloso,6.15
2022-11-28,Coperto,4.5
2022-11-29,pioggerella debole,3.9000000000000004
2022-11-30,Coperto,3.6999999999999997
2022-12-01,Coperto,4.15
2022-12-02,pioggerella debole,4.75
2022-12-03,Pioggia,5.55
2022-12-04,Pioggia,7.550000000000001
2022-12-05,pioggerella debole,7.7
2022-12-06,Coperto,3.5500000000000003
2022-12-07,Coperto,2.5
2022-12-08,pioggerella Moderata,3.15
2022-12-09,Pioggia,2.95
2022-12-10,pioggerella debole,3.4499999999999997
2022-12-11,pioggerella Moderata,0.9
2022-12-12,Coperto,-1.45
2022-12-13,Nevicate moderate,-0.7000000000000001
2022-12-14,Coperto,0.75
2022-12-15,Pioggia moderata,0.050000000000000044
2022-12-16,Coperto,2.9
2022-12-17,Coperto,3.7
2022-12-18,Coperto,2.9
2022-12-19,Coperto,1.4000000000000001
2022-12-20,pioggerella debole,4.15
2022-12-21,pioggerella debole,4.949999999999999
2022-12-22,Coperto,5.9
2022-12-23,Coperto,6.45
2022-12-24,pioggerella debole,7.5
2022-12-25,pioggerella debole,8.35
